year,year_rank,group,artist,song_name
1960,53,Ferrante and Teicher,Ferrante and Teicher,Theme From The Apartment
1960,54,Bobby Rydell,Bobby Rydell,Volare (Nel Blu Dipinto Di Blu)
1960,55,Jimmy Charles,Jimmy Charles,A Million To One
1960,56,Andy Williams,Andy Williams,The Village Of St. Bernadette
1960,57,The Browns,The Browns,The Old Lamplighter
1960,58,Bill Black's Combo,Bill Black's Combo,White Silver Sands
1960,59,Bobby Vee,Bobby Vee,Devil Or Angel
1960,60,Four Preps,Four Preps,Down By The Station
1960,61,Little Dippers,Little Dippers,Forever
1960,62,Safaris and The Phantom's Band,Safaris and The Phantom's Band,Image Of A Girl
1960,63,Brook Benton,Brook Benton,Kiddio
1960,64,Donnie Brooks,Donnie Brooks,Mission Bell
1960,65,Marv Johnson,Marv Johnson,I Love The Way You Love
1960,66,Paul Anka,Paul Anka,It's Time To Cry
1960,67,Ray Peterson,Ray Peterson,Tell Laura I Love Her
1960,68,Connie Francis,Connie Francis,Mama
1960,69,Steve Lawrence,Steve Lawrence,Footsteps
1960,70,Everly Brothers,Everly Brothers,So Sad
1960,71,Brenda Lee,Brenda Lee,That's All You Gotta Do
1960,72,Fats Domino,Fats Domino,Walking To New Orleans
1960,73,Connie Francis,Connie Francis,Among My Souvenirs
1960,74,Bobby Rydell,Bobby Rydell,Swingin' School
1960,75,Dinah Washington and Brook Benton,Dinah Washington,A Rockin' Good Way
1960,75,Dinah Washington and Brook Benton,Brook Benton,A Rockin' Good Way
1960,76,Neil Sedaka,Neil Sedaka,Stairway To Heaven
1960,77,Paul Anka,Paul Anka,My Home Town
1960,78,Ray Charles,Ray Charles,Georgia On My Mind
1960,79,Skip and Flip,Skip and Flip,Cherry Pie
1960,80,Sam Cooke,Sam Cooke,Wonderful World
1960,81,Spencer Ross,Spencer Ross,Tracy's Theme
1960,82,Lloyd Price,Lloyd Price,Lady Luck
1960,83,Crests,Crests,Step By Step
1960,84,Paul Evans,Paul Evans,Happy-Go-Lucky Me
1960,85,Ricky Nelson,Ricky Nelson,Young Emotions
1960,86,Johnny Burnette,Johnny Burnette,Dreamin'
1960,87,Johnny Tillotson,Johnny Tillotson,Poetry In Motion
1960,88,Annette,Annette,O Dio Mio
1960,89,Joe Jones,Joe Jones,You Talk Too Much
1960,90,Johnny and The Hurricanes,Johnny and The Hurricanes,Beatnik Fly
1960,91,Everly Brothers,Everly Brothers,When Will I Be Loved
1960,92,Bob Luman,Bob Luman,Let's Think About Livin'
1960,93,Guy Mitchell,Guy Mitchell,Heartaches By The Number
1960,94,Anita Bryant,Anita Bryant,In My Little Corner Of The World
1960,95,Jackie Wilson,Jackie Wilson,Doggin' Around
1960,96,Bobby Rydell,Bobby Rydell,Little Bitty Girl
1960,97,Barret Strong,Barret Strong,Money
1960,98,Maurice Williams,Maurice Williams,Stay
1960,99,Charlie Rich,Charlie Rich,Lonely Weekends
1960,100,Larry Hall,Larry Hall,Sandy
1961,1,Bobby Lewis,Bobby Lewis,Tossin' And Turnin'
1961,2,Patsy Cline,Patsy Cline,I Fall To Pieces
1961,3,Highwaymen,Highwaymen,Michael
1961,4,Roy Orbison,Roy Orbison,Cryin'
1961,5,Del Shannon,Del Shannon,Runaway
1961,6,Jive Five,Jive Five,My True Story
1961,7,Chubby Checker,Chubby Checker,Pony Time
1961,8,String-a-longs,String-a-longs,Wheels
1961,9,Dee Clark,Dee Clark,Raindrops
1961,10,Joe Dowell,Joe Dowell,Wooden Heart (Muss I Denn)
1961,11,Lawrence Welk,Lawrence Welk,Calcutta
1961,12,Bobby Vee,Bobby Vee,Take Good Care Of My Baby
1961,13,Roy Orbison,Roy Orbison,Running Scared
1961,14,Shirelles,Shirelles,Dedicated To The One I Love
1961,15,Mar-Keys,Mar-Keys,Last Night
1961,16,Shirelles,Shirelles,Will You Love Me Tomorrow
1961,17,Ferrante and Teicher,Ferrante and Teicher,Exodus
1961,18,Connie Francis,Connie Francis,Where The Boys Are
1961,19,Ray Charles,Ray Charles,Hit The Road Jack
1961,20,Sue Thompson,Sue Thompson,Sad Movies (Make Me Cry)
1961,21,Ernie K-Doe,Ernie K-Doe,Mother-In-Law
1961,22,Dovells,Dovells,Bristol Stomp
1961,23,Ricky Nelson,Ricky Nelson,Travelin' Man
1961,24,Miracles,Miracles,Shop Around
1961,25,Brook Benton,Brook Benton,The Boll Weevil Song
1961,26,Gene Mcdaniels,Gene Mcdaniels,A Hundred Pounds Of Clay
1961,27,Dick and Deedee,Dick and Deedee,The Mountain's High
1961,28,Marty Robbins,Marty Robbins,Don't Worry
1961,29,Floyd Cramer,Floyd Cramer,On The Rebound
1961,30,Steve Lawrence,Steve Lawrence,Portrait Of My Love
1961,31,Gary,Gary,Quarter To Three
1961,32,Barry Mann,Barry Mann,"Who Put The Bomp (In The Bomp, Bomp, Bomp)"
1961,33,Neil Sedaka,Neil Sedaka,Calendar Girl
1961,34,Chris Kenner,Chris Kenner,I Like It Like That
1961,35,Jorgen Ingmann,Jorgen Ingmann,Apache
1961,36,Linda Scott,Linda Scott,Don't Bet Money Honey
1961,37,Johnny Tillotson,Johnny Tillotson,Without You
1961,38,Ferlin Husky,Ferlin Husky,Wings Of A Dove
1961,39,Elvis Presley,Elvis Presley,Little Sister
1961,40,Marcels,Marcels,Blue Moon
1961,41,Shep and The Limelites,Shep and The Limelites,Daddy's Home
1961,42,Troy Shondell,Troy Shondell,This Time
1961,43,"Clarence ""Frog Man"" Henry","Clarence ""Frog Man"" Henry",I Don't Know Why But I Do
1961,44,Kokomo,Kokomo,Asia Minor
1961,45,Faron Young,Faron Young,Hello Walls
1961,46,Dion,Dion,Runaround Sue
1961,47,Arthur Lyman,Arthur Lyman,Yellow Bird
1961,48,Timi Yuro,Timi Yuro,Hurt
1961,49,Ricky Nelson,Ricky Nelson,Hello Mary Lou
1961,50,Capris,Capris,There's A Moon Out Tonight
1961,51,Elvis Presley,Elvis Presley,Surrender
1961,52,Paris Sisters,Paris Sisters,I Love How You Love Me
1961,53,Lee Dorsey,Lee Dorsey,Ya Ya
1961,54,Gary,Gary,School Is Out
1961,55,Bob Moore,Bob Moore,Mexico
1961,56,Ral Donner,Ral Donner,You Don't Know What You've Got (Until You Lose It)
1961,57,Everly Brothers,Everly Brothers,Walk Right Back
1961,58,Lettermen,Lettermen,The Way You Look Tonight
1961,59,Pat Boone,Pat Boone,Moody River
1961,60,Ray Charles,Ray Charles,One Mint Julep
1961,61,Adam Wade,Adam Wade,Take Good Care Of Her
1961,62,Carla Thomas,Carla Thomas,Gee Whiz (Look At His Eyes)
1961,63,Ben E. King,Ben E. King,Stand By Me
1961,64,Ben E. King,Ben E. King,Spanish Harlem
1961,65,Ike and Tina Turner,Ike and Tina Turner,It's Gonna Work Out Fine
1961,66,Echoes,Echoes,Baby Blue
1961,67,Buzz Clifford,Buzz Clifford,Baby Sittin' Boogie
1961,68,Del Shannon,Del Shannon,Hats Off To Larry
1961,69,Caesar and The Romans,Caesar and The Romans,Those Oldies But Goodies
1961,70,Chubby Checker,Chubby Checker,The Fly
1961,71,Elvis Presley,Elvis Presley,(Marie's The Name) His Latest Flame
1961,72,Bert Kaempfert and His Orch.,Bert Kaempfert and His Orch.,Wonderland By Night
1961,73,Tony Orlando,Tony Orlando,Bless You
1961,74,Linda Scott,Linda Scott,I've Told Every Little Star
1961,75,Bobby Lewis,Bobby Lewis,One Track Mind
1961,76,Rosie and The Originals,Rosie and The Originals,Angel Baby
1961,77,Curtis Lee,Curtis Lee,Pretty Little Angel Eyes
1961,78,Brook Benton,Brook Benton,Think Twice
1961,79,Lonnie Donegan,Lonnie Donegan,Does Your Chewing Gum Lose Its Flavor (On The Bedpost Overnight)
1961,80,Connie Francis,Connie Francis,Breakin' In A Brand New Broken Heart
1961,81,Shirelles,Shirelles,Mama Said
1961,82,Fats Domino,Fats Domino,Let The Four Winds Blow
1961,83,Adam Wade,Adam Wade,The Writing On The Wall
1961,84,Matt Monroe,Matt Monroe,My Kind Of Girl
1961,85,Paul Anka,Paul Anka,"Tonight My Love, Tonight"
1961,86,Jimmy Dean,Jimmy Dean,Big Bad John
1961,87,Bobby Rydell,Bobby Rydell,Good Time Baby
1961,88,Floyd Cramer,Floyd Cramer,San Antonio Rose
1961,89,Bobby Vee,Bobby Vee,Rubber Ball
1961,90,Ray Peterson,Ray Peterson,Missing You
1961,91,Brenda Lee,Brenda Lee,Dum Dum
1961,92,Eddie Hodges,Eddie Hodges,I'm Gonna Knock On Your Door
1961,93,Brenda Lee,Brenda Lee,You Can Depend On Me
1961,94,Chubby Checker,Chubby Checker,Let's Twist Again
1961,95,Dave Brubeck,Dave Brubeck,Take Five
1961,96,Elvis Presley,Elvis Presley,Are You Lonesome Tonight
1961,97,Don Gibson,Don Gibson,Sea Of Heartbreak
1961,98,Four Preps,Four Preps,More Money For You And Me Medley
1961,99,Bobby Darin,Bobby Darin,You Must Have Been A Beautiful Baby
1961,100,Drifters,Drifters,Please Stay
1962,1,Mr. Acker Bilk,Mr. Acker Bilk,Stranger On The Shore
1962,2,Ray Charles,Ray Charles,I Can't Stop Loving You
1962,3,Dee Dee Sharp,Dee Dee Sharp,Mashed Potato Time
1962,4,Bobby Vinton,Bobby Vinton,Roses Are Red
1962,5,David Rose,David Rose,The Stripper
1962,6,Shelley Fabares,Shelley Fabares,Johnny Angel
1962,7,Little Eva,Little Eva,The Loco-Motion
1962,8,Sensations,Sensations,Let Me In
1962,9,Chubby Checker,Chubby Checker,The Twist
1962,10,Shirelles,Shirelles,Soldier Boy
1962,11,Bruce Channel,Bruce Channel,Hey! Baby
1962,12,Dion,Dion,The Wanderer
1962,13,Gene Chandler,Gene Chandler,Duke Of Earl
1962,14,Freddy Cannon,Freddy Cannon,Palisades Park
1962,15,Neil Sedaka,Neil Sedaka,Breaking Up Is Hard To Do
1962,16,Claude King,Claude King,Wolverton Mountain
1962,17,Chubby Checker,Chubby Checker,Slow Twistin'
1962,18,Johnny Tillotson,Johnny Tillotson,It Keeps Right On a-Hurtin'
1962,19,Mary Wells,Mary Wells,The One Who Really Loves You
1962,20,Elvis Presley,Elvis Presley,Good Luck Charm
1962,21,Kenny Ball,Kenny Ball,Midnight In Moscow
1962,22,Tommy Roe,Tommy Roe,Sheila
1962,23,Sam Cooke,Sam Cooke,Twistin' The Night Away
1962,24,Orlons,Orlons,Wah-Watusi
1962,25,Joey Dee and The Starlighters,Joey Dee and The Starlighters,Peppermint Twist
1962,26,Brenda Lee,Brenda Lee,Break It To Me Gently
1962,27,Marvelettes,Marvelettes,Playboy
1962,28,Nat King Cole,Nat King Cole,Ramblin' Rose
1962,29,Brian Hyland,Brian Hyland,Sealed With A Kiss
1962,30,Jay and The Americans,Jay and The Americans,She Cried
1962,31,Connie Francis,Connie Francis,Don't Break The Heart That Loves You
1962,32,Gary U.S. Bonds,Gary U.S. Bonds,Dear Lady Twist
1962,33,Sue Thompson,Sue Thompson,Norman
1962,34,Ketty Lester,Ketty Lester,Love Letters
1962,35,Claudine Clark,Claudine Clark,Party Lights
1962,36,Highwaymen,Highwaymen,Cotton Fields
1962,37,Bent Fabric,Bent Fabric,Alley Cat
1962,38,The Isley Brothers,The Isley Brothers,Twist And Shout
1962,39,Richard Chamberlain,Richard Chamberlain,Theme From Dr. Kildare
1962,40,Ace Cannon,Ace Cannon,Tuff
1962,41,Clyde Mcphatter,Clyde Mcphatter,"Lover, Please"
1962,42,Barbara George,Barbara George,I Know
1962,43,Rick Nelson,Rick Nelson,Young World
1962,44,Shirelles,Shirelles,Baby It's You
1962,45,Pat Boone,Pat Boone,Speedy Gonzales
1962,46,Burl Ives,Burl Ives,A Little Bitty Tear
1962,47,Everly Brothers,Everly Brothers,Crying In The Rain
1962,48,Emillo Pericoli,Emillo Pericoli,Al Di La'
1962,49,Ernie Maresca,Ernie Maresca,Shout! Shout! (Knock Yourself Out)
1962,50,Don and Juan,Don and Juan,What's Your Name
1962,51,Corsairs,Corsairs,Smoky Places
1962,52,Sam Cooke,Sam Cooke,Having A Party
1962,53,Booker T and The MG's,Booker T and The MG's,Green Onions
1962,54,Ray Charles,Ray Charles,You Don't Know Me
1962,55,Four Seasons,Four Seasons,Sherry
1962,56,Joanie Sommers,Joanie Sommers,Johnny Get Angry
1962,57,Elvis Presley,Elvis Presley,Can't Help Falling In Love
1962,58,Joey Dee,Joey Dee,Shout
1962,59,"Dave ""Baby"" Cortez","Dave ""Baby"" Cortez",Rinky Dink
1962,60,Henry Mancini,Henry Mancini,Moon River
1962,61,Ray Stevens,Ray Stevens,Ahab The Arab
1962,62,Bobby Darin,Bobby Darin,Things
1962,63,Gene Pitney,Gene Pitney,The Man Who Shot Liberty Valance
1962,64,Duprees,Duprees,You Belong To Me
1962,65,Roy Orbison,Roy Orbison,Dream Baby
1962,66,Joe Henderson,Joe Henderson,Snap Your Fingers
1962,67,Dion,Dion,Lovers Who Wander
1962,68,Chris Montez,Chris Montez,Let's Dance
1962,69,Johnny Crawford,Johnny Crawford,Cindy's Birthday
1962,70,Mary Wells,Mary Wells,You Beat Me To The Punch
1962,71,Barbara Lynn,Barbara Lynn,You'll Lose A Good Thing
1962,72,Crystals,Crystals,Uptown
1962,73,Brenda Lee,Brenda Lee,Everybody Loves Me But You
1962,74,Dickie Lee,Dickie Lee,Patches
1962,75,Jimmy Clanton,Jimmy Clanton,Venus In Blue Jeans
1962,76,Paul Anka,Paul Anka,Love Me Warm And Tender
1962,77,Rick Nelson,Rick Nelson,Teen Age Idol
1962,78,Patsy Cline,Patsy Cline,She's Got You
1962,79,Larry Finnegan,Larry Finnegan,Dear One
1962,80,James Darren,James Darren,Her Royal Majesty
1962,81,Walter Brennan,Walter Brennan,Old Rivers
1962,82,Burl Ives,Burl Ives,Funny Way Of Laughin'
1962,83,Billy Vaughn,Billy Vaughn,A Swingin' Safari
1962,84,Dick and Deedee,Dick and Deedee,Tell Me
1962,85,Jimmy Dean,Jimmy Dean,P.T. 109
1962,86,Dion,Dion,Little Diane
1962,87,Billy Joe and The Checkmates,Billy Joe and The Checkmates,Percolator (Twist)
1962,88,Gary U.S. Bonds,Gary U.S. Bonds,"Twist, Twist Senora"
1962,89,Jimmy Soul,Jimmy Soul,Twistin' Matilda
1962,90,Dee Dee Sharp,Dee Dee Sharp,Gravy
1962,91,Jimmy Smith,Jimmy Smith,Walk On The Wild Side
1962,92,King Curtis,King Curtis,Soul Twist
1962,93,Bobby Rydell,Bobby Rydell,I'll Never Dance Again
1962,94,Ikettes,Ikettes,I'm Blue
1962,95,Kingston Trio,Kingston Trio,Where Have All The Flowers Gone
1962,96,Eddie Hodges,Eddie Hodges,"(Girls, Girls, Girls) Were Made To Love"
1962,97,Gene Pitney,Gene Pitney,Town Without Pity
1962,98,"Peter, Paul and Mary","Peter, Paul and Mary",If I Had A Hammer
1962,99,Ronnie and The Hi-lites,Ronnie and The Hi-lites,I Wish That We Were Married
1962,100,Beach Boys,Beach Boys,Surfin' Safari
1963,1,Jimmy Gilmer and The Fireballs,Jimmy Gilmer and The Fireballs,Sugar Shack
1963,2,Beach Boys,Beach Boys,Surfin' U.S.A.
1963,3,Skeeter Davis,Skeeter Davis,The End Of The World
1963,4,Cascades,Cascades,Rhythm Of The Rain
1963,5,Chiffons,Chiffons,He's So Fine
1963,6,Bobby Vinton,Bobby Vinton,Blue Velvet
1963,7,Paul and Paula,Paul and Paula,Hey Paula
1963,8,Little Stevie Wonder,Little Stevie Wonder,Fingertips II
1963,9,Village Stompers,Village Stompers,Washington Square
1963,10,Impressions,Impressions,It's All Right
1963,11,Andy Williams,Andy Williams,Can't Get Used To Losing You
1963,12,Angels,Angels,My Boyfriend's Back
1963,13,Kyu Sakamoto,Kyu Sakamoto,Sukiyaki
1963,14,Lesley Gore,Lesley Gore,She's A Fool
1963,15,Tymes,Tymes,So Much In Love
1963,16,"Peter, Paul and Mary","Peter, Paul and Mary",Puff (The Magic Dragon)
1963,17,"Peter, Paul and Mary","Peter, Paul and Mary",Blowin' In The Wind
1963,18,Dale and Grace,Dale and Grace,I'm Leaving It Up To You
1963,19,Nino Tempo and April Stevens,Nino Tempo,Deep Purple
1963,19,Nino Tempo and April Stevens,April Stevens,Deep Purple
1963,20,The Surfaris,The Surfaris,Wipe Out
1963,21,Al Martino,Al Martino,I Love You Because
1963,22,Rebels,Rebels,Wild Weekend
1963,23,Bobby Darin,Bobby Darin,You're The Reason I'm Living
1963,24,Four Seasons,Four Seasons,Walk Like A Man
1963,25,Inez Foxx,Inez Foxx,Mockingbird
1963,26,Little Peggy March,Little Peggy March,I Will Follow Him
1963,27,Chantays,Chantays,Pipeline
1963,28,Jan and Dean,Jan and Dean,Surf City
1963,29,Lesley Gore,Lesley Gore,It's My Party
1963,30,Eydie Gorme,Eydie Gorme,Blame It On The Bossa Nova
1963,31,Dovells,Dovells,You Can't Sit Down
1963,32,Martha and The Vandellas,Martha and The Vandellas,Heat Wave
1963,33,Randy and The Rainbows,Randy and The Rainbows,Denise
1963,34,Rooftop Singers,Rooftop Singers,Walk Right In
1963,35,Jimmy Soul,Jimmy Soul,If You Wanna Be Happy
1963,36,Beach Boys,Beach Boys,Surfer Girl
1963,37,Trini Lopez,Trini Lopez,If I Had A Hammer
1963,38,Tommy Roe,Tommy Roe,Everybody
1963,39,Essex,Essex,Easier Said Than Done
1963,40,Dion,Dion,Ruby Baby
1963,41,Los Indios Tabajaras,Los Indios Tabajaras,Maria Elena
1963,42,Ruby and The Romantics,Ruby and The Romantics,Our Day Will Come
1963,43,Skeeter Davis,Skeeter Davis,I Can't Stay Mad At You
1963,44,Barbara Lewis,Barbara Lewis,"Hello, Stranger"
1963,45,Ronettes,Ronettes,Be My Baby
1963,46,Roy Orbison,Roy Orbison,Mean Woman Blues
1963,47,Orlons,Orlons,South Street
1963,48,Henry Mancini,Henry Mancini,Days Of Wine And Roses
1963,49,Major Lance,Major Lance,The Monkey Time
1963,50,Four Seasons,Four Seasons,Candy Girl
1963,51,Bill Anderson,Bill Anderson,Still
1963,52,Bobby Vinton,Bobby Vinton,Blue On Blue
1963,53,Garnet Mimms and The Enchanters,Garnet Mimms and The Enchanters,Cry Baby
1963,54,Lou Christie,Lou Christie,Two Faces Have I
1963,55,Ray Charles,Ray Charles,Busted
1963,56,Crystals,Crystals,Da Doo Ron Ron
1963,57,Shirelles,Shirelles,Foolish Little Girl
1963,58,Lonnie Mack,Lonnie Mack,Memphis
1963,59,Roy Orbison,Roy Orbison,In Dreams
1963,60,Kai Winding,Kai Winding,More
1963,61,Rick Nelson,Rick Nelson,Fools Rush In
1963,62,Brenda Lee,Brenda Lee,Losing You
1963,63,Bill Pursell,Bill Pursell,Our Winter Love
1963,64,Tony Bennett,Tony Bennett,I Wanna Be Around
1963,65,Miracles,Miracles,You've Really Got A Hold On Me
1963,66,Jaynetts,Jaynetts,Sally Go 'Round The Roses
1963,67,Sam Cooke,Sam Cooke,Little Red Rooster
1963,68,Crystals,Crystals,Then He Kissed Me
1963,69,Elvis Presley,Elvis Presley,(You're The) Devil In Disguise
1963,70,Nat King Cole,Nat King Cole,Those Lazy Hazy Crazy Days Of Summer
1963,71,Jackie Wilson,Jackie Wilson,Baby Workout
1963,72,Marvin Gaye,Marvin Gaye,Pride And Joy
1963,73,Rufus Thomas,Rufus Thomas,Walking The Dog
1963,74,Ned Miller,Ned Miller,From A Jack To A King
1963,75,Drifters,Drifters,Up On The Roof
1963,76,Johnny Mathis,Johnny Mathis,What Will My Mary Say
1963,77,Jan Bradley,Jan Bradley,Mama Didn't Lie
1963,78,Bobby Vee,Bobby Vee,The Night Has A Thousand Eyes
1963,79,The Cookies,The Cookies,Don't Say Nothin' Bad About My Baby
1963,80,Johnny Cash,Johnny Cash,Ring Of Fire
1963,81,Doris Troy,Doris Troy,Just One Look
1963,82,Allan Sherman,Allan Sherman,"Hello Muddah, Hello Fadduh! (A Letter From Camp)"
1963,83,Lesley Gore,Lesley Gore,Judy's Turn To Cry
1963,84,Roll Harris,Roll Harris,"Tie Me Kangaroo Down, Sport"
1963,85,Miracles,Miracles,Mickey's Monkey
1963,86,Dion,Dion,"Donna, The Prima Donna"
1963,87,Nat King Cole,Nat King Cole,"That Sunday, That Summer"
1963,88,Sam Cooke,Sam Cooke,Another Saturday Night
1963,89,Al Martino,Al Martino,"Painted, Tainted Rose"
1963,90,Dixiebelles With Cornbread and Jerry,Dixiebelles With Cornbread and Jerry,(Down At) Papa Joe's
1963,91,Steve Lawrence,Steve Lawrence,Go Away Little Girl
1963,92,Ray Charles,Ray Charles,Take These Chains From My Heart
1963,93,Sunny and The Sunglows,Sunny and The Sunglows,Talk To Me
1963,94,Martha and The Vandellas,Martha and The Vandellas,Come And Get These Memories
1963,95,Elvis Presley,Elvis Presley,Bossa Nova Baby
1963,96,Dee Dee Sharp,Dee Dee Sharp,Do The Bird
1963,97,Beach Boys,Beach Boys,Shut Down
1963,98,Chiffons,Chiffons,One Fine Day
1963,99,Bobby Bare,Bobby Bare,500 Miles Away From Home
1963,100,Del Shannon,Del Shannon,Little Town Flirt
1964,1,Beatles,Beatles,I Want To Hold Your Hand
1964,2,Beatles,Beatles,She Loves You
1964,3,Louis Armstrong,Louis Armstrong,"Hello, Dolly!"
1964,4,Roy Orbison,Roy Orbison,"Oh, Pretty Woman"
1964,5,Beach Boys,Beach Boys,I Get Around
1964,6,Dean Martin,Dean Martin,Everybody Loves Somebody
1964,7,Mary Wells,Mary Wells,My Guy
1964,8,Gale Garnett,Gale Garnett,We'll Sing In The Sunshine
1964,9,J. Frank Wilson and The Cavaliers,J. Frank Wilson and The Cavaliers,Last Kiss
1964,10,Supremes,Supremes,Where Did Our Love Go
1964,11,Barbara Streisand,Barbara Streisand,People
1964,12,Al Hirt,Al Hirt,Java
1964,13,Beatles,Beatles,A Hard Day's Night
1964,14,Beatles,Beatles,Love Me Do
1964,15,Manfred Mann,Manfred Mann,Do Wah Diddy Diddy
1964,16,Beatles,Beatles,Please Please Me
1964,17,Martha and The Vandellas,Martha and The Vandellas,Dancing In The Street
1964,18,Billy J. Kramer and The Dakotas,Billy J. Kramer and The Dakotas,Little Children
1964,19,Ray Charles Singers,Ray Charles Singers,Love Me With All Your Heart
1964,20,Drifters,Drifters,Under The Boardwalk
1964,21,Dixie Cups,Dixie Cups,Chapel Of Love
1964,22,Terry Stafford,Terry Stafford,Suspicion
1964,23,Dave Clark Five,Dave Clark Five,Glad All Over
1964,24,Four Seasons,Four Seasons,Rag Doll
1964,25,Four Seasons,Four Seasons,Dawn (Go Away)
1964,26,Newbeats,Newbeats,Bread And Butter
1964,27,Gene Pitney,Gene Pitney,It Hurts To Be In Love
1964,28,Jan and Dean,Jan and Dean,Dead Man's Curve
1964,29,Jay and The Americans,Jay and The Americans,Come A Little Bit Closer
1964,30,Peter and Gordon,Peter and Gordon,A World Without Love
1964,31,Honeycombs,Honeycombs,Have I The Right?
1964,32,Serendipity Singers,Serendipity Singers,Don't Let The Rain Come Down (Crooked Little Man)
1964,33,Supremes,Supremes,Baby Love
1964,34,Betty Everett and Jerry Butler,Betty Everett,Let It Be Me
1964,34,Betty Everett and Jerry Butler,Jerry Butler,Let It Be Me
1964,35,Dusty Springfield,Dusty Springfield,Wishin' And Hopin'
1964,36,Lesley Gore,Lesley Gore,You Don't Own Me
1964,37,Dionne Warwick,Dionne Warwick,Walk On By
1964,38,Animals,Animals,The House Of The Rising Sun
1964,39,Ronny and The Daytona,Ronny and The Daytona,G.T.O.
1964,40,Beatles,Beatles,Twist And Shout
1964,41,Johnny Rivers,Johnny Rivers,Memphis
1964,42,Danny Williams,Danny Williams,White On White
1964,43,Rip Chords,Rip Chords,Hey Little Cobra
1964,44,Betty Everett,Betty Everett,The Shoop Shoop Song (It's In His Kiss)
1964,45,Dave Clark Five,Dave Clark Five,Bits And Pieces
1964,46,Millie Small,Millie Small,My Boy Lollipop
1964,47,Major Lance,Major Lance,"Um, Um, Um, Um, Um, Um"
