quiz,url,result,name,description,headline,image
What Type Of Gchatter Are You?,http://www.buzzfeed.com/katieheaney/what-type-of-gchatter-are-you,3,You Are A Gchat Goon,What are you even doing here? Did you sign on by accident again? Either you’re not into this at all or you have some explaining to do. Look up some basic internet slang. Start conversations only when you’re prepared to put aside at least half your day’s work for them. Dig in those heels.,You got: You Are A Gchat Goon,
What Should You Wear Today?,http://www.buzzfeed.com/leonoraepstein/what-should-you-wear-today,0,Pants that aren’t jeans.,"You need to be somewhere in between casual and business today, so skip jeans. You can always dress them up or down, or do something fashion-y like the photo shown here.",You got: Pants that aren’t jeans.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/20/ed8c6d3be53880be54e1289801d0201f-17.jpg
What Should You Wear Today?,http://www.buzzfeed.com/leonoraepstein/what-should-you-wear-today,1,Jeans and a comfy top (but done cute).,"It’s cold out, you’re tired, but you can’t look like you’ve rolled out of bed. Try doing a leather jacket with jeans. Or try a top knot with a bold lip and a pair of boyfriend jeans. Easy. Done.",You got: Jeans and a comfy top (but done cute).,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/6/20/b0c79ddd235f55be108d55ed09fc12e0-9.jpg
What Should You Wear Today?,http://www.buzzfeed.com/leonoraepstein/what-should-you-wear-today,2,A slightly sexy dress.,"Feeling pretty good about yourself this morning? Or feeling like you want to feel better? That’s great! You should wear that one dress in your closet that everyone always says you look great it. Plus, if you’re going out tonight, you’ve got a day-to-night getup all set.",You got: A slightly sexy dress.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/6/20/5c63fb1f51742ddde1653976a6fee057-5.jpg
What Should You Wear Today?,http://www.buzzfeed.com/leonoraepstein/what-should-you-wear-today,3,A power skirt.,"All business today, are we? That’s cool. You need to get stuff done. And you’re important, so a sleek skirt with heels will be like, ""I mean business, mkay?""",You got: A power skirt.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/6/20/cfebcbb64e6db46e44f541d911332e69-10.jpg
What Should You Wear Today?,http://www.buzzfeed.com/leonoraepstein/what-should-you-wear-today,4,A blazer.,"I mean, yes, there are a million things you can do with a blazer, but today, the blazer is your starting point. Just make a choice, then decide if you’re going preppy or casual. Voila!",You got: A blazer.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/20/4c9f0c15b8c837726e79df610cc05ef5-3.jpg
What Should You Wear Today?,http://www.buzzfeed.com/leonoraepstein/what-should-you-wear-today,5,Fancy sweatpants.,"Oh god. How much are you dreading getting up today? If you can find a way to make sweatpants work, do it. Or something with an elastic waist. Just anything that makes you feel like you are not dying.",You got: Fancy sweatpants.,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/6/20/25b2ddbfa26949b305bc6441e33ba58c-12.jpg
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,0,Data!,"You are the smartest of your friends, even though they might not fully understand what you’re talking about all the time. You can get frustrated by this, since sometimes you don’t even know what you’re talking about. However, you are super loyal and the friend everyone calls when they have some sort of technical problem. You also have great taste in shoes; they’re always pretty slick.",You got: Data!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/6/15/anigif_6c79d1b1729ccce5cd1c913d1e5c21ab-1.gif
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,1,A Fratelli!,"What are you doing here? How’d you get in? You’re not one of the Goonies! All you care about is money. And family. And committing ""crimes,"" though you would never call them that. However, you can drive a SUV with the best of them and can make a mean pasta sauce. Maybe give up crime and become a chef? It’s never too late to change your ways.",You got: A Fratelli!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/6/16/anigif_dab643d660709b48ef47490207e1d652-4.gif
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,2,Sloth!,"You are the epitome of not judging a book a by its cover. Although from the outside you may seem intimidating or unapproachable, you are nothing but a big softy on the inside. Once you let people in they instantly fall in love with your caring personality and sweet demeanor. You also have a penchant for sugary treats, but that’s just what makes you so sweet now, doesn’t it?",You got: Sloth!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/15/anigif_f36b5a705294d2fc19b0fae6a88320fa-14.gif
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,3,Brand!,"You are a protector who sometimes comes off as gruff when really all you want to do is help. You take responsibility seriously, albeit maybe too seriously. You are also a bit of a jock, which is cool since you’re usually relied on for the heavy lifting when helping your friends move. Also, you can rock the bandana look, so there’s that.",You got: Brand!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/15/6615fb4c95f578b6c7bef070eb4d47b0-2.jpg
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,4,Stef!,"You are wise beyond your years, which can often seem like you are being brash when really you just know a lot. You don’t mind not being the center of attention but are not afraid to take charge when need be. Also, you are a lot more fun than you are given credit for, which is something you always enjoy surprising people with.",You got: Stef!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr04/6/15/32b2768ec599e729e99845e8790e2a07-9.jpg
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,5,Andy!,"People assume you are a goodie two-shoes, but really you have a hidden rebel side. You can’t help but be the center of love triangles, which isn’t something you seek but always seems to happen. Even though you can sometimes come off as snooty, you don’t have a mean bone in your body and treat everyone equally. You are quite the catch, that is if someone can catch you!",You got: Andy!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/6/16/f33b6faa40266ab1f180137c0f30ceba-21.jpg
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,6,Mikey!,"You are the glue that keeps your friends together, the one they each consider their best friend. To you life is an adventure that is best experienced with your family and friends. Yes, you can sometimes bite off more than you can chew, but that’s what happens when you won’t settle for less. To some you may seem small, but you are capable of mighty things.",You got: Mikey!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/6/16/anigif_80f2834f49f1ce4d1249dce46c3f0e9d-7.gif
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,7,Mouth!,"You are stylish and cool and need to tell the world about it. You can sometimes be annoying, but that’s the baggage that comes along with being the funniest of your friends. You also have many hidden talents, like cursing in multiple languages.",You got: Mouth!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/6/16/anigif_371b271683fc76b14429b88060ffa1bd-5.gif
Which “Goonies” Character Are You?,http://www.buzzfeed.com/justinabarca/which-goonies-character-are-you,8,Chunk!,"You have a lust for life and although you may tell a fib from time to time, your heart is always in the right place. People are just jealous that you once beat Michael Jordan at basketball and that you can eat your weight in Godfather’s Pizza.",You got: Chunk!,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/16/anigif_fc2c632333a9a4f0f47b63d028bdce94-19.gif
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,0,The “Other One”,"Maybe you’re a screamer, or a DJ, or play a violin, or hit a big drum. Maybe you do all four! Chances are you’re the odd man out. But ironically, you’re probably what the band is known for. Everyone thinks they’re the unique one, but you’re obviously the most unique. Also, you probably go the biggest at the after-party because you’ve got a lot energy from standing around between the parts you play.",You got: The “Other One”,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/6/15/c907b8d01902a9abb03eb490c8442fe7-1.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,1,Backup singer,"You’ve got class and you’ve got style. You aren’t out until 4 a.m. every night and you don’t want to be. You also don’t have to be the center of attention, because when you walk into a room, everyone notices you anyway.",You got: Backup singer,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/6/15/4fc9846f92bb87739815acdfe9760c17-3.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,2,Keyboard player,"You’re a quiet kind of person and you’re just happy to be going along for the ride â and that’s A-OK! You’re not trying to shake things up. Plus if the band breaks up, you could probably go land a pretty cushy job at a tech startup.",You got: Keyboard player,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr02/6/15/1d2d908b8995262e320a3239bdff3ac4-1.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,3,Horn section,"Everyone knows the horn players are the smartest people in the room and know where to get the best drugs. You also have the best sense of style and have the best taste in music. Jazz, baby.",You got: Horn section,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr05/6/15/c682866f684d3b400ebab84f7d634a3f-2.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,4,Bass guitar,"OK, so you’re a little weird. So what? You’re eclectic and pretty damn interesting. At a party, you’re the one in the corner telling the best anecdotes. You like to be comfortable and go your own way. Don’t let the show-offs get you down â you’re a funky weirdo and that’s pretty cool!",You got: Bass guitar,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/6/15/76d751bba0fbd94e9f67506a9269698f-4.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,5,Rhythm guitar,"Slow and steady wins the race, my friend. You’re laid-back and responsible. You hold things together and make sure the wackos in your life get to where they’re supposed to be. If it weren’t for you, everything would totally fall apart.",You got: Rhythm guitar,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr03/6/15/b9ac6f9cd676f5ac5d990a5d3d3babf1-5.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,6,Drummer,"You’re not as loud as a lead singer and you’re not as flashy as a lead guitar player because you don’t have to be. You’re that exciting kind of quiet intense. Unless you’re really excited about something, that is. In that case, everyone better watch out. Also, you understand the importance of taking care of yourself.",You got: Drummer,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr08/6/15/1ce976915ca801a2fed429c342619edb-2.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,7,Lead singer,"You’re the loudest person in the room because life is too short to keep quiet. You’re also pretty darn sexy. Even if you aren’t the hottest, you know how to make it work. You’re kind of a flirt (and maybe party a little harder than you should), but why should you slow down? Everyone else should just keep up with you!",You got: Lead singer,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/15/e2c4764689e52a3aab7a6e6eec4021a4-3.jpg
What Instrument Would You Play In Your Fantasy Band?,http://www.buzzfeed.com/ryanhatesthis/what-instrument-would-you-play-in-your-fantasy-band,8,Lead guitar,"Congratulations, you’re practically the coolest a person can be, other than, like, an astronaut or something. You’re a maverick, you’re confident, you’re a trailblazer. (You also might be a tremendous asshole, but who the hell cares?) You can’t hear the haters over the sound of how loudly you’re shredding.",You got: Lead guitar,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/6/15/358205ffb04c7893b491d560b58168e1-17.jpg
What Animated Dog Are You?,http://www.buzzfeed.com/lindseyrobertson/what-animated-dog-are-you,0,Scooby Doo,"You’re the ultimate fun-seeker, and for you it’s important to not take life too seriously. Though you can become easily spooked by daunting problems (and large men in masks) you have more grit than people give you credit for. You’re a faithful friend and enjoy nothing more than driving across the country with your gang - and eating an enormous sandwich in one bite.",You got: Scooby Doo,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr06/6/11/1a5d90606f351610a2a16e3c89f44a29-0.jpg
What Animated Dog Are You?,http://www.buzzfeed.com/lindseyrobertson/what-animated-dog-are-you,1,Gromit,"You’re an individual with refined tastes, and a soft spot for the domestic comforts in life. You’re much happier settled in for a cozy evening of reading than partying around town. You’re very thoughtful and a wonderful listener, so your friends usually come to you when they want advice. Oh, and you’re like, really into tea.",You got: Gromit,http://s3-ak.buzzfeed.com/static/2014-03/tmp/webdr07/6/11/57ff3486deb64df480b150cd7987392e-14.jpg
