league,year,series,team,games_won,games_played,won_series
nba,1992,western_first_round,Utah Jazz,3,5,1
nba,1992,western_semis,Phoenix Suns,1,5,0
nba,1992,western_semis,Seattle SuperSonics,1,5,0
nba,1992,eastern_first_round,Detroit Pistons,2,5,0
nba,1992,western_first_round,Los Angeles Clippers,2,5,0
nba,1992,eastern_first_round,Cleveland Cavaliers,3,4,1
nba,1992,western_first_round,Portland Trail Blazers,3,4,1
nba,1992,western_first_round,Seattle SuperSonics,3,4,1
nba,1992,eastern_first_round,New Jersey Nets,1,4,0
nba,1992,western_first_round,Los Angeles Lakers,1,4,0
nba,1992,western_first_round,Golden State Warriors,1,4,0
nba,1992,eastern_first_round,Boston Celtics,3,3,1
nba,1992,eastern_first_round,Chicago Bulls,3,3,1
nba,1992,western_first_round,Phoenix Suns,3,3,1
nba,1992,eastern_first_round,Indiana Pacers,0,3,0
nba,1992,eastern_first_round,Miami Heat,0,3,0
nba,1992,western_first_round,San Antonio Spurs,0,3,0
nba,1991,western_finals,Los Angeles Lakers,4,6,1
nba,1991,eastern_semis,Detroit Pistons,4,6,1
nba,1991,western_finals,Portland Trail Blazers,2,6,0
nba,1991,eastern_semis,Boston Celtics,2,6,0
nba,1991,finals,Chicago Bulls,4,5,1
nba,1991,eastern_semis,Chicago Bulls,4,5,1
nba,1991,western_semis,Los Angeles Lakers,4,5,1
nba,1991,western_semis,Portland Trail Blazers,4,5,1
nba,1991,eastern_first_round,Boston Celtics,3,5,1
nba,1991,eastern_first_round,Detroit Pistons,3,5,1
nba,1991,western_first_round,Portland Trail Blazers,3,5,1
nba,1991,finals,Los Angeles Lakers,1,5,0
nba,1991,eastern_semis,Philadelphia 76ers,1,5,0
nba,1991,western_semis,Golden State Warriors,1,5,0
nba,1991,western_semis,Utah Jazz,1,5,0
nba,1991,eastern_first_round,Indiana Pacers,2,5,0
nba,1991,eastern_first_round,Atlanta Hawks,2,5,0
nba,1991,western_first_round,Seattle SuperSonics,2,5,0
nba,1991,eastern_finals,Chicago Bulls,4,4,1
nba,1991,western_first_round,Golden State Warriors,3,4,1
nba,1991,western_first_round,Utah Jazz,3,4,1
nba,1991,eastern_finals,Detroit Pistons,0,4,0
nba,1991,western_first_round,San Antonio Spurs,1,4,0
nba,1991,western_first_round,Phoenix Suns,1,4,0
nba,1991,eastern_first_round,Chicago Bulls,3,3,1
nba,1991,eastern_first_round,Philadelphia 76ers,3,3,1
nba,1991,western_first_round,Los Angeles Lakers,3,3,1
nba,1991,eastern_first_round,New York Knicks,0,3,0
nba,1991,eastern_first_round,Milwaukee Bucks,0,3,0
nba,1991,western_first_round,Houston Rockets,0,3,0
nba,1990,eastern_finals,Detroit Pistons,4,7,1
nba,1990,western_semis,Portland Trail Blazers,4,7,1
nba,1990,eastern_finals,Chicago Bulls,3,7,0
nba,1990,western_semis,San Antonio Spurs,3,7,0
nba,1990,western_finals,Portland Trail Blazers,4,6,1
nba,1990,western_finals,Phoenix Suns,2,6,0
nba,1990,finals,Detroit Pistons,4,5,1
nba,1990,eastern_semis,Chicago Bulls,4,5,1
nba,1990,eastern_semis,Detroit Pistons,4,5,1
nba,1990,western_semis,Phoenix Suns,4,5,1
nba,1990,eastern_first_round,New York Knicks,3,5,1
nba,1990,eastern_first_round,Philadelphia 76ers,3,5,1
nba,1990,western_first_round,Phoenix Suns,3,5,1
nba,1990,finals,Portland Trail Blazers,1,5,0
nba,1990,eastern_semis,Philadelphia 76ers,1,5,0
nba,1990,eastern_semis,New York Knicks,1,5,0
nba,1990,western_semis,Los Angeles Lakers,1,5,0
nba,1990,eastern_first_round,Boston Celtics,2,5,0
nba,1990,eastern_first_round,Cleveland Cavaliers,2,5,0
nba,1990,western_first_round,Utah Jazz,2,5,0
nba,1990,eastern_first_round,Chicago Bulls,3,4,1
nba,1990,western_first_round,Los Angeles Lakers,3,4,1
nba,1990,eastern_first_round,Milwaukee Bucks,1,4,0
nba,1990,western_first_round,Houston Rockets,1,4,0
nba,1990,eastern_first_round,Detroit Pistons,3,3,1
nba,1990,western_first_round,Portland Trail Blazers,3,3,1
nba,1990,western_first_round,San Antonio Spurs,3,3,1
nba,1990,eastern_first_round,Indiana Pacers,0,3,0
nba,1990,western_first_round,Dallas Mavericks,0,3,0
nba,1990,western_first_round,Denver Nuggets,0,3,0
nba,1989,eastern_finals,Detroit Pistons,4,6,1
nba,1989,eastern_semis,Chicago Bulls,4,6,1
nba,1989,eastern_finals,Chicago Bulls,2,6,0
nba,1989,eastern_semis,New York Knicks,2,6,0
nba,1989,western_semis,Phoenix Suns,4,5,1
nba,1989,eastern_first_round,Chicago Bulls,3,5,1
nba,1989,eastern_first_round,Milwaukee Bucks,3,5,1
nba,1989,western_semis,Golden State Warriors,1,5,0
nba,1989,eastern_first_round,Cleveland Cavaliers,2,5,0
nba,1989,eastern_first_round,Atlanta Hawks,2,5,0
nba,1989,finals,Detroit Pistons,4,4,1
nba,1989,western_finals,Los Angeles Lakers,4,4,1
nba,1989,eastern_semis,Detroit Pistons,4,4,1
nba,1989,western_semis,Los Angeles Lakers,4,4,1
nba,1989,western_first_round,Seattle SuperSonics,3,4,1
nba,1989,finals,Los Angeles Lakers,0,4,0
nba,1989,western_finals,Phoenix Suns,0,4,0
nba,1989,eastern_semis,Milwaukee Bucks,0,4,0
nba,1989,western_semis,Seattle SuperSonics,0,4,0
nba,1989,western_first_round,Houston Rockets,1,4,0
nba,1989,eastern_first_round,Detroit Pistons,3,3,1
nba,1989,eastern_first_round,New York Knicks,3,3,1
nba,1989,western_first_round,Golden State Warriors,3,3,1
nba,1989,western_first_round,Los Angeles Lakers,3,3,1
nba,1989,western_first_round,Phoenix Suns,3,3,1
nba,1989,eastern_first_round,Boston Celtics,0,3,0
nba,1989,eastern_first_round,Philadelphia 76ers,0,3,0
nba,1989,western_first_round,Utah Jazz,0,3,0
nba,1989,western_first_round,Portland Trail Blazers,0,3,0
nba,1989,western_first_round,Denver Nuggets,0,3,0
nba,1988,finals,Los Angeles Lakers,4,7,1
nba,1988,western_finals,Los Angeles Lakers,4,7,1
nba,1988,eastern_semis,Boston Celtics,4,7,1
nba,1988,western_semis,Los Angeles Lakers,4,7,1
nba,1988,finals,Detroit Pistons,3,7,0
nba,1988,western_finals,Dallas Mavericks,3,7,0
nba,1988,eastern_semis,Atlanta Hawks,3,7,0
nba,1988,western_semis,Utah Jazz,3,7,0
nba,1988,eastern_finals,Detroit Pistons,4,6,1
nba,1988,western_semis,Dallas Mavericks,4,6,1
nba,1988,eastern_finals,Boston Celtics,2,6,0
nba,1988,western_semis,Denver Nuggets,2,6,0
nba,1988,eastern_semis,Detroit Pistons,4,5,1
nba,1988,eastern_first_round,Atlanta Hawks,3,5,1
nba,1988,eastern_first_round,Chicago Bulls,3,5,1
nba,1988,eastern_first_round,Detroit Pistons,3,5,1
nba,1988,western_first_round,Denver Nuggets,3,5,1
nba,1988,eastern_semis,Chicago Bulls,1,5,0
nba,1988,eastern_first_round,Milwaukee Bucks,2,5,0
nba,1988,eastern_first_round,Cleveland Cavaliers,2,5,0
nba,1988,eastern_first_round,Washington Bullets,2,5,0
nba,1988,western_first_round,Seattle SuperSonics,2,5,0
nba,1988,eastern_first_round,Boston Celtics,3,4,1
nba,1988,western_first_round,Dallas Mavericks,3,4,1
nba,1988,western_first_round,Utah Jazz,3,4,1
nba,1988,eastern_first_round,New York Knicks,1,4,0
nba,1988,western_first_round,Houston Rockets,1,4,0
nba,1988,western_first_round,Portland Trail Blazers,1,4,0
nba,1988,western_first_round,Los Angeles Lakers,3,3,1
nba,1988,western_first_round,San Antonio Spurs,0,3,0
nba,1987,eastern_finals,Boston Celtics,4,7,1
nba,1987,eastern_semis,Boston Celtics,4,7,1
nba,1987,eastern_finals,Detroit Pistons,3,7,0
nba,1987,eastern_semis,Milwaukee Bucks,3,7,0
nba,1987,finals,Los Angeles Lakers,4,6,1
nba,1987,western_semis,Seattle SuperSonics,4,6,1
nba,1987,finals,Boston Celtics,2,6,0
nba,1987,western_semis,Houston Rockets,2,6,0
nba,1987,eastern_semis,Detroit Pistons,4,5,1
nba,1987,western_semis,Los Angeles Lakers,4,5,1
nba,1987,eastern_first_round,Milwaukee Bucks,3,5,1
nba,1987,western_first_round,Golden State Warriors,3,5,1
nba,1987,eastern_semis,Atlanta Hawks,1,5,0
nba,1987,western_semis,Golden State Warriors,1,5,0
nba,1987,eastern_first_round,Philadelphia 76ers,2,5,0
nba,1987,western_first_round,Utah Jazz,2,5,0
nba,1987,western_finals,Los Angeles Lakers,4,4,1
nba,1987,eastern_first_round,Atlanta Hawks,3,4,1
nba,1987,western_first_round,Houston Rockets,3,4,1
nba,1987,western_first_round,Seattle SuperSonics,3,4,1
nba,1987,western_finals,Seattle SuperSonics,0,4,0
nba,1987,eastern_first_round,Indiana Pacers,1,4,0
nba,1987,western_first_round,Portland Trail Blazers,1,4,0
nba,1987,western_first_round,Dallas Mavericks,1,4,0
nba,1987,eastern_first_round,Boston Celtics,3,3,1
nba,1987,eastern_first_round,Detroit Pistons,3,3,1
nba,1987,western_first_round,Los Angeles Lakers,3,3,1
nba,1987,eastern_first_round,Chicago Bulls,0,3,0
nba,1987,eastern_first_round,Washington Bullets,0,3,0
nba,1987,western_first_round,Denver Nuggets,0,3,0
nba,1986,eastern_semis,Milwaukee Bucks,4,7,1
nba,1986,eastern_semis,Philadelphia 76ers,3,7,0
nba,1986,finals,Boston Celtics,4,6,1
nba,1986,western_semis,Houston Rockets,4,6,1
nba,1986,western_semis,Los Angeles Lakers,4,6,1
nba,1986,finals,Houston Rockets,2,6,0
nba,1986,western_semis,Denver Nuggets,2,6,0
nba,1986,western_semis,Dallas Mavericks,2,6,0
nba,1986,western_finals,Houston Rockets,4,5,1
nba,1986,eastern_semis,Boston Celtics,4,5,1
nba,1986,eastern_first_round,Philadelphia 76ers,3,5,1
nba,1986,western_finals,Los Angeles Lakers,1,5,0
nba,1986,eastern_semis,Atlanta Hawks,1,5,0
nba,1986,eastern_first_round,Washington Bullets,2,5,0
nba,1986,eastern_finals,Boston Celtics,4,4,1
nba,1986,eastern_first_round,Atlanta Hawks,3,4,1
nba,1986,western_first_round,Dallas Mavericks,3,4,1
nba,1986,western_first_round,Denver Nuggets,3,4,1
nba,1986,eastern_finals,Milwaukee Bucks,0,4,0
nba,1986,eastern_first_round,Detroit Pistons,1,4,0
nba,1986,western_first_round,Utah Jazz,1,4,0
nba,1986,western_first_round,Portland Trail Blazers,1,4,0
nba,1986,eastern_first_round,Boston Celtics,3,3,1
nba,1986,eastern_first_round,Milwaukee Bucks,3,3,1
nba,1986,western_first_round,Houston Rockets,3,3,1
nba,1986,western_first_round,Los Angeles Lakers,3,3,1
nba,1986,eastern_first_round,Chicago Bulls,0,3,0
nba,1986,eastern_first_round,New Jersey Nets,0,3,0
nba,1986,western_first_round,Sacramento Kings,0,3,0
nba,1986,western_first_round,San Antonio Spurs,0,3,0
nba,1985,finals,Los Angeles Lakers,4,6,1
nba,1985,eastern_semis,Boston Celtics,4,6,1
nba,1985,finals,Boston Celtics,2,6,0
nba,1985,eastern_semis,Detroit Pistons,2,6,0
nba,1985,eastern_finals,Boston Celtics,4,5,1
nba,1985,western_finals,Los Angeles Lakers,4,5,1
nba,1985,western_semis,Denver Nuggets,4,5,1
nba,1985,western_semis,Los Angeles Lakers,4,5,1
nba,1985,western_first_round,Denver Nuggets,3,5,1
nba,1985,western_first_round,Utah Jazz,3,5,1
nba,1985,eastern_finals,Philadelphia 76ers,1,5,0
nba,1985,western_finals,Denver Nuggets,1,5,0
nba,1985,western_semis,Utah Jazz,1,5,0
nba,1985,western_semis,Portland Trail Blazers,1,5,0
nba,1985,western_first_round,San Antonio Spurs,2,5,0
nba,1985,western_first_round,Houston Rockets,2,5,0
nba,1985,eastern_semis,Philadelphia 76ers,4,4,1
nba,1985,eastern_first_round,Boston Celtics,3,4,1
nba,1985,eastern_first_round,Milwaukee Bucks,3,4,1
nba,1985,eastern_first_round,Philadelphia 76ers,3,4,1
nba,1985,western_first_round,Portland Trail Blazers,3,4,1
nba,1985,eastern_semis,Milwaukee Bucks,0,4,0
nba,1985,eastern_first_round,Cleveland Cavaliers,1,4,0
nba,1985,eastern_first_round,Chicago Bulls,1,4,0
nba,1985,eastern_first_round,Washington Bullets,1,4,0
nba,1985,western_first_round,Dallas Mavericks,1,4,0
nba,1985,eastern_first_round,Detroit Pistons,3,3,1
nba,1985,western_first_round,Los Angeles Lakers,3,3,1
nba,1985,eastern_first_round,New Jersey Nets,0,3,0
nba,1985,western_first_round,Phoenix Suns,0,3,0
nba,1984,finals,Boston Celtics,4,7,1
nba,1984,eastern_semis,Boston Celtics,4,7,1
nba,1984,finals,Los Angeles Lakers,3,7,0
nba,1984,eastern_semis,New York Knicks,3,7,0
nba,1984,western_finals,Los Angeles Lakers,4,6,1
nba,1984,eastern_semis,Milwaukee Bucks,4,6,1
nba,1984,western_semis,Phoenix Suns,4,6,1
nba,1984,western_finals,Phoenix Suns,2,6,0
nba,1984,eastern_semis,New Jersey Nets,2,6,0
nba,1984,western_semis,Utah Jazz,2,6,0
nba,1984,eastern_finals,Boston Celtics,4,5,1
nba,1984,western_semis,Los Angeles Lakers,4,5,1
nba,1984,eastern_first_round,Milwaukee Bucks,3,5,1
nba,1984,eastern_first_round,New Jersey Nets,3,5,1
nba,1984,eastern_first_round,New York Knicks,3,5,1
nba,1984,western_first_round,Dallas Mavericks,3,5,1
nba,1984,western_first_round,Phoenix Suns,3,5,1
nba,1984,western_first_round,Utah Jazz,3,5,1
nba,1984,eastern_finals,Milwaukee Bucks,1,5,0
nba,1984,western_semis,Dallas Mavericks,1,5,0
nba,1984,eastern_first_round,Atlanta Hawks,2,5,0
nba,1984,eastern_first_round,Philadelphia 76ers,2,5,0
nba,1984,eastern_first_round,Detroit Pistons,2,5,0
nba,1984,western_first_round,Seattle SuperSonics,2,5,0
nba,1984,western_first_round,Portland Trail Blazers,2,5,0
nba,1984,western_first_round,Denver Nuggets,2,5,0
nba,1984,eastern_first_round,Boston Celtics,3,4,1
nba,1984,eastern_first_round,Washington Bullets,1,4,0
nba,1984,western_first_round,Los Angeles Lakers,3,3,1
nba,1984,western_first_round,Kansas City Kings,0,3,0
nba,1983,western_finals,Los Angeles Lakers,4,6,1
nba,1983,western_finals,San Antonio Spurs,2,6,0
nba,1983,eastern_finals,Philadelphia 76ers,4,5,1
nba,1983,western_semis,Los Angeles Lakers,4,5,1
nba,1983,western_semis,San Antonio Spurs,4,5,1
nba,1983,eastern_finals,Milwaukee Bucks,1,5,0
nba,1983,western_semis,Portland Trail Blazers,1,5,0
nba,1983,western_semis,Denver Nuggets,1,5,0
nba,1983,finals,Philadelphia 76ers,4,4,1
nba,1983,eastern_semis,Milwaukee Bucks,4,4,1
nba,1983,eastern_semis,Philadelphia 76ers,4,4,1
nba,1983,finals,Los Angeles Lakers,0,4,0
nba,1983,eastern_semis,Boston Celtics,0,4,0
nba,1983,eastern_semis,New York Knicks,0,4,0
nba,1983,eastern_first_round,Boston Celtics,2,3,1
nba,1983,western_first_round,Denver Nuggets,2,3,1
nba,1983,eastern_first_round,Atlanta Hawks,1,3,0
nba,1983,western_first_round,Phoenix Suns,1,3,0
nba,1983,eastern_first_round,New York Knicks,2,2,1
nba,1983,western_first_round,Portland Trail Blazers,2,2,1
nba,1983,eastern_first_round,New Jersey Nets,0,2,0
nba,1983,western_first_round,Seattle SuperSonics,0,2,0
nba,1982,eastern_finals,Philadelphia 76ers,4,7,1
nba,1982,eastern_finals,Boston Celtics,3,7,0
nba,1982,finals,Los Angeles Lakers,4,6,1
nba,1982,eastern_semis,Philadelphia 76ers,4,6,1
nba,1982,finals,Philadelphia 76ers,2,6,0
nba,1982,eastern_semis,Milwaukee Bucks,2,6,0
nba,1982,eastern_semis,Boston Celtics,4,5,1
nba,1982,western_semis,San Antonio Spurs,4,5,1
nba,1982,eastern_semis,Washington Bullets,1,5,0
nba,1982,western_semis,Seattle SuperSonics,1,5,0
nba,1982,western_finals,Los Angeles Lakers,4,4,1
nba,1982,western_semis,Los Angeles Lakers,4,4,1
nba,1982,western_finals,San Antonio Spurs,0,4,0
nba,1982,western_semis,Phoenix Suns,0,4,0
nba,1982,western_first_round,Phoenix Suns,2,3,1
nba,1982,western_first_round,Seattle SuperSonics,2,3,1
nba,1982,western_first_round,Denver Nuggets,1,3,0
nba,1982,western_first_round,Houston Rockets,1,3,0
nba,1982,eastern_first_round,Philadelphia 76ers,2,2,1
nba,1982,eastern_first_round,Washington Bullets,2,2,1
nba,1982,eastern_first_round,Atlanta Hawks,0,2,0
nba,1982,eastern_first_round,New Jersey Nets,0,2,0
nba,1981,eastern_finals,Boston Celtics,4,7,1
nba,1981,eastern_semis,Philadelphia 76ers,4,7,1
nba,1981,western_semis,Houston Rockets,4,7,1
nba,1981,western_semis,Kansas City Kings,4,7,1
nba,1981,eastern_finals,Philadelphia 76ers,3,7,0
nba,1981,eastern_semis,Milwaukee Bucks,3,7,0
nba,1981,western_semis,San Antonio Spurs,3,7,0
nba,1981,western_semis,Phoenix Suns,3,7,0
nba,1981,finals,Boston Celtics,4,6,1
nba,1981,finals,Houston Rockets,2,6,0
nba,1981,western_finals,Houston Rockets,4,5,1
nba,1981,western_finals,Kansas City Kings,1,5,0
nba,1981,eastern_semis,Boston Celtics,4,4,1
nba,1981,eastern_semis,Chicago Bulls,0,4,0
nba,1981,western_first_round,Houston Rockets,2,3,1
nba,1981,western_first_round,Kansas City Kings,2,3,1
nba,1981,western_first_round,Los Angeles Lakers,1,3,0
nba,1981,western_first_round,Portland Trail Blazers,1,3,0
nba,1981,eastern_first_round,Chicago Bulls,2,2,1
nba,1981,eastern_first_round,Philadelphia 76ers,2,2,1
nba,1981,eastern_first_round,New York Knicks,0,2,0
nba,1981,eastern_first_round,Indiana Pacers,0,2,0
nba,1980,western_semis,Seattle SuperSonics,4,7,1
nba,1980,western_semis,Milwaukee Bucks,3,7,0
nba,1980,finals,Los Angeles Lakers,4,6,1
nba,1980,finals,Philadelphia 76ers,2,6,0
nba,1980,eastern_finals,Philadelphia 76ers,4,5,1
nba,1980,western_finals,Los Angeles Lakers,4,5,1
nba,1980,eastern_semis,Philadelphia 76ers,4,5,1
nba,1980,western_semis,Los Angeles Lakers,4,5,1
nba,1980,eastern_finals,Boston Celtics,1,5,0
nba,1980,western_finals,Seattle SuperSonics,1,5,0
nba,1980,eastern_semis,Atlanta Hawks,1,5,0
nba,1980,western_semis,Phoenix Suns,1,5,0
nba,1980,eastern_semis,Boston Celtics,4,4,1
nba,1980,eastern_semis,Houston Rockets,0,4,0
nba,1980,eastern_first_round,Houston Rockets,2,3,1
nba,1980,western_first_round,Phoenix Suns,2,3,1
nba,1980,western_first_round,Seattle SuperSonics,2,3,1
nba,1980,eastern_first_round,San Antonio Spurs,1,3,0
nba,1980,western_first_round,Kansas City Kings,1,3,0
nba,1980,western_first_round,Portland Trail Blazers,1,3,0
nba,1980,eastern_first_round,Philadelphia 76ers,2,2,1
nba,1980,eastern_first_round,Washington Bullets,0,2,0
nba,1979,eastern_finals,Washington Bullets,4,7,1
nba,1979,western_finals,Seattle SuperSonics,4,7,1
nba,1979,eastern_semis,San Antonio Spurs,4,7,1
nba,1979,eastern_semis,Washington Bullets,4,7,1
nba,1979,eastern_finals,San Antonio Spurs,3,7,0
nba,1979,western_finals,Phoenix Suns,3,7,0
nba,1979,eastern_semis,Philadelphia 76ers,3,7,0
nba,1979,eastern_semis,Atlanta Hawks,3,7,0
nba,1979,finals,Seattle SuperSonics,4,5,1
nba,1979,western_semis,Phoenix Suns,4,5,1
nba,1979,western_semis,Seattle SuperSonics,4,5,1
nba,1979,finals,Washington Bullets,1,5,0
nba,1979,western_semis,Kansas City Kings,1,5,0
nba,1979,western_semis,Los Angeles Lakers,1,5,0
nba,1979,western_first_round,Los Angeles Lakers,2,3,1
nba,1979,western_first_round,Phoenix Suns,2,3,1
nba,1979,western_first_round,Denver Nuggets,1,3,0
nba,1979,western_first_round,Portland Trail Blazers,1,3,0
nba,1979,eastern_first_round,Atlanta Hawks,2,2,1
nba,1979,eastern_first_round,Philadelphia 76ers,2,2,1
nba,1979,eastern_first_round,Houston Rockets,0,2,0
nba,1979,eastern_first_round,New Jersey Nets,0,2,0
nba,1978,finals,Washington Bullets,4,7,1
nba,1978,western_semis,Denver Nuggets,4,7,1
nba,1978,finals,Seattle SuperSonics,3,7,0
nba,1978,western_semis,Milwaukee Bucks,3,7,0
nba,1978,eastern_finals,Washington Bullets,4,6,1
nba,1978,western_finals,Seattle SuperSonics,4,6,1
nba,1978,eastern_semis,Washington Bullets,4,6,1
nba,1978,western_semis,Seattle SuperSonics,4,6,1
nba,1978,eastern_finals,Philadelphia 76ers,2,6,0
nba,1978,western_finals,Denver Nuggets,2,6,0
nba,1978,eastern_semis,San Antonio Spurs,2,6,0
nba,1978,western_semis,Portland Trail Blazers,2,6,0
nba,1978,eastern_semis,Philadelphia 76ers,4,4,1
nba,1978,eastern_semis,New York Knicks,0,4,0
nba,1978,western_first_round,Seattle SuperSonics,2,3,1
nba,1978,western_first_round,Los Angeles Lakers,1,3,0
nba,1978,eastern_first_round,New York Knicks,2,2,1
nba,1978,eastern_first_round,Washington Bullets,2,2,1
nba,1978,western_first_round,Milwaukee Bucks,2,2,1
nba,1978,eastern_first_round,Cleveland Cavaliers,0,2,0
nba,1978,eastern_first_round,Atlanta Hawks,0,2,0
nba,1978,western_first_round,Phoenix Suns,0,2,0
nba,1977,eastern_semis,Philadelphia 76ers,4,7,1
nba,1977,western_semis,Los Angeles Lakers,4,7,1
nba,1977,eastern_semis,Boston Celtics,3,7,0
nba,1977,western_semis,Golden State Warriors,3,7,0
nba,1977,finals,Portland Trail Blazers,4,6,1
nba,1977,eastern_finals,Philadelphia 76ers,4,6,1
nba,1977,eastern_semis,Houston Rockets,4,6,1
nba,1977,western_semis,Portland Trail Blazers,4,6,1
nba,1977,finals,Philadelphia 76ers,2,6,0
nba,1977,eastern_finals,Houston Rockets,2,6,0
nba,1977,eastern_semis,Washington Bullets,2,6,0
nba,1977,western_semis,Denver Nuggets,2,6,0
nba,1977,western_finals,Portland Trail Blazers,4,4,1
nba,1977,western_finals,Los Angeles Lakers,0,4,0
nba,1977,eastern_first_round,Washington Bullets,2,3,1
nba,1977,western_first_round,Golden State Warriors,2,3,1
nba,1977,western_first_round,Portland Trail Blazers,2,3,1
nba,1977,eastern_first_round,Cleveland Cavaliers,1,3,0
nba,1977,western_first_round,Detroit Pistons,1,3,0
nba,1977,western_first_round,Chicago Bulls,1,3,0
nba,1977,eastern_first_round,Boston Celtics,2,2,1
nba,1977,eastern_first_round,San Antonio Spurs,0,2,0
nba,1976,western_finals,Phoenix Suns,4,7,1
nba,1976,eastern_semis,Cleveland Cavaliers,4,7,1
nba,1976,western_finals,Golden State Warriors,3,7,0
nba,1976,eastern_semis,Washington Bullets,3,7,0
nba,1976,finals,Boston Celtics,4,6,1
nba,1976,eastern_finals,Boston Celtics,4,6,1
nba,1976,eastern_semis,Boston Celtics,4,6,1
nba,1976,western_semis,Golden State Warriors,4,6,1
nba,1976,western_semis,Phoenix Suns,4,6,1
nba,1976,finals,Phoenix Suns,2,6,0
nba,1976,eastern_finals,Cleveland Cavaliers,2,6,0
nba,1976,eastern_semis,Buffalo Braves,2,6,0
nba,1976,western_semis,Detroit Pistons,2,6,0
nba,1976,western_semis,Seattle SuperSonics,2,6,0
nba,1976,eastern_first_round,Buffalo Braves,2,3,1
nba,1976,western_first_round,Detroit Pistons,2,3,1
nba,1976,eastern_first_round,Philadelphia 76ers,1,3,0
nba,1976,western_first_round,Milwaukee Bucks,1,3,0
nba,1975,western_finals,Golden State Warriors,4,7,1
nba,1975,eastern_semis,Washington Bullets,4,7,1
nba,1975,western_finals,Chicago Bulls,3,7,0
nba,1975,eastern_semis,Buffalo Braves,3,7,0
nba,1975,eastern_finals,Washington Bullets,4,6,1
nba,1975,western_semis,Chicago Bulls,4,6,1
nba,1975,western_semis,Golden State Warriors,4,6,1
nba,1975,eastern_finals,Boston Celtics,2,6,0
nba,1975,western_semis,Kansas City-Omaha Kings,2,6,0
nba,1975,western_semis,Seattle SuperSonics,2,6,0
nba,1975,eastern_semis,Boston Celtics,4,5,1
nba,1975,eastern_semis,Houston Rockets,1,5,0
nba,1975,finals,Golden State Warriors,4,4,1
nba,1975,finals,Washington Bullets,0,4,0
nba,1975,eastern_first_round,Houston Rockets,2,3,1
nba,1975,western_first_round,Seattle SuperSonics,2,3,1
nba,1975,eastern_first_round,New York Knicks,1,3,0
nba,1975,western_first_round,Detroit Pistons,1,3,0
nba,1974,finals,Boston Celtics,4,7,1
nba,1974,eastern_semis,New York Knicks,4,7,1
nba,1974,western_semis,Chicago Bulls,4,7,1
nba,1974,finals,Milwaukee Bucks,3,7,0
nba,1974,eastern_semis,Capital Bullets,3,7,0
nba,1974,western_semis,Detroit Pistons,3,7,0
nba,1974,eastern_semis,Boston Celtics,4,6,1
nba,1974,eastern_semis,Buffalo Braves,2,6,0
nba,1974,eastern_finals,Boston Celtics,4,5,1
nba,1974,western_semis,Milwaukee Bucks,4,5,1
nba,1974,eastern_finals,New York Knicks,1,5,0
nba,1974,western_semis,Los Angeles Lakers,1,5,0
nba,1974,western_finals,Milwaukee Bucks,4,4,1
nba,1974,western_finals,Chicago Bulls,0,4,0
nba,1973,eastern_finals,New York Knicks,4,7,1
nba,1973,western_semis,Los Angeles Lakers,4,7,1
nba,1973,eastern_finals,Boston Celtics,3,7,0
nba,1973,western_semis,Chicago Bulls,3,7,0
nba,1973,eastern_semis,Boston Celtics,4,6,1
nba,1973,western_semis,Golden State Warriors,4,6,1
nba,1973,eastern_semis,Atlanta Hawks,2,6,0
nba,1973,western_semis,Milwaukee Bucks,2,6,0
nba,1973,finals,New York Knicks,4,5,1
nba,1973,western_finals,Los Angeles Lakers,4,5,1
nba,1973,eastern_semis,New York Knicks,4,5,1
nba,1973,finals,Los Angeles Lakers,1,5,0
nba,1973,western_finals,Golden State Warriors,1,5,0
nba,1973,eastern_semis,Baltimore Bullets,1,5,0
nba,1972,western_finals,Los Angeles Lakers,4,6,1
nba,1972,eastern_semis,Boston Celtics,4,6,1
nba,1972,eastern_semis,New York Knicks,4,6,1
nba,1972,western_finals,Milwaukee Bucks,2,6,0
nba,1972,eastern_semis,Atlanta Hawks,2,6,0
nba,1972,eastern_semis,Baltimore Bullets,2,6,0
nba,1972,finals,Los Angeles Lakers,4,5,1
nba,1972,eastern_finals,New York Knicks,4,5,1
nba,1972,western_semis,Milwaukee Bucks,4,5,1
nba,1972,finals,New York Knicks,1,5,0
nba,1972,eastern_finals,Boston Celtics,1,5,0
nba,1972,western_semis,Golden State Warriors,1,5,0
nba,1972,western_semis,Los Angeles Lakers,4,4,1
nba,1972,western_semis,Chicago Bulls,0,4,0
nba,1971,eastern_finals,Baltimore Bullets,4,7,1
nba,1971,eastern_semis,Baltimore Bullets,4,7,1
nba,1971,western_semis,Los Angeles Lakers,4,7,1
nba,1971,eastern_finals,New York Knicks,3,7,0
nba,1971,eastern_semis,Philadelphia 76ers,3,7,0
nba,1971,western_semis,Chicago Bulls,3,7,0
nba,1971,western_finals,Milwaukee Bucks,4,5,1
nba,1971,eastern_semis,New York Knicks,4,5,1
nba,1971,western_semis,Milwaukee Bucks,4,5,1
nba,1971,western_finals,Los Angeles Lakers,1,5,0
nba,1971,eastern_semis,Atlanta Hawks,1,5,0
nba,1971,western_semis,San Francisco Warriors,1,5,0
nba,1971,finals,Milwaukee Bucks,4,4,1
nba,1971,finals,Baltimore Bullets,0,4,0
nba,1970,finals,New York Knicks,4,7,1
