Aberdeen JC,"Rozier, Bob",1979,1979,DE,6' 3'',240,Anchorage,AK,USA,"Cordova (Sacramento, CA)"
Arizona State University,"Bowyer, Walt",1983,1988,DE,6' 4'',260,Pittsburgh,PA,USA,Wilkinsburg (PA)
Arizona State University,"Breunig, Bob",1975,1984,LB,6' 2'',226,Inglewood,CA,USA,"Alhambra (Phoenix, AZ)"
Arizona State University,"Brown, Ron",1984,1991,CB/WR,5' 11'',181,Los Angeles,CA,USA,Baldwin Park (CA)
Arizona State University,"Brunson, Mike",1970,1970,RB/WR,6' 1'',187,Little Rock,AR,USA,"Montezuma-Cortez (Cortez, CO)"
Arizona State University,"Buchanan, Tim",1969,1969,LB,6' 0'',235,Pasadena,CA,USA,"John Muir (Pasadena, CA)"
Arizona State University,"Burton, Leon",1960,1960,HB,5' 9'',172,Flint,MI,USA,"Northern (Flint, MI)"
Arizona State University,"Bush, Steve",1997,2005,TE,6' 3'',267,Paradise Valley,AZ,USA,"Paradise Valley (Phoenix, AZ)"
Arizona State University,"Cade, Eddie",1995,1995,S,6' 1'',206,Casa Grande,AZ,USA,"Santa Cruz Valley (Eloy, AZ)"
Arizona State University,"Caldwell, Bryan",1984,1984,DE,6' 4'',248,Oakland,CA,USA,Fountain Valley (CA)
Arizona State University,"Carr, Henry",1965,1967,S,6' 3'',198,Detroit,MI,USA,"Northwestern (Detroit, MI)"
Arizona State University,"Carver, Shante",1994,1997,DE,6' 5'',240,Stockton,CA,USA,"Lincoln (Stockton, CA)"
Arizona State University,"Cercone, Matt",2000,2002,TE,6' 5'',252,Bakersfield,CA,USA,"South (Bakersfield, CA)"
Arizona State University,"Clack, Darryl",1986,1989,FB/RB,5' 10'',218,San Antonio,TX,USA,"Widefield (Security, CO)"
Arizona State University,"Clark, Greg",1988,1992,LB,6' 0'',221,Los Angeles,CA,USA,"North (Torrance, CA)"
Arizona State University,"Cole, Lee",1996,1996,CB,5' 11'',188,Riverside,CA,USA,"San Gorgonio (Highland, CA)"
Arizona State University,"Collins, Shane",1992,1994,DE,6' 3'',267,Roundup,MT,USA,Bozeman (MT)
Arizona State University,"Comeaux, Darren",1982,1991,LB,6' 1'',227,San Diego,CA,USA,San Diego (CA)
Arizona State University,"Cox, Aaron",1988,1993,WR,5' 9'',174,Los Angeles,CA,USA,"Dorsey (Los Angeles, CA)"
Arizona State University,"Crawford, Mike",1987,1987,RB,5' 10'',215,San Fernando,CA,USA,Thousand Oaks (CA)
Arizona State University,"Culp, Curley",1968,1981,DT/G/MG/NT,6' 1'',265,Yuma,AZ,USA,Yuma (AZ)
Arizona State University,"Daigle, Anthony",1994,1994,RB,5' 10'',198,San Francisco,CA,USA,"St. Patrick St. Vincent (Vallejo, CA)"
Arizona State University,"Davison, Jerone",1996,1997,FB/RB,6' 1'',225,Picayne,MS,USA,Picayne (MS)
Arizona State University,"DeFrance, Chris",1979,1979,WR,6' 1'',205,Walco,AR,USA,Corcoran (CA)
Arizona State University,"Demery, Calvin",1972,1972,WR,6' 0'',190,Phoenix,AZ,USA,"South Mountain (Phoenix, AZ)"
Arizona State University,"Dixon, David",1994,2004,OG,6' 5'',352,Papakura,,,Pukekohe (New Zealand )#
Arizona State University,"Douglass, Mike",1978,1986,LB/QB,6' 0'',220,St. Louis,MO,USA,"Jordan (Los Angeles, CA)"
Arizona State University,"Dragon, Oscar",1972,1972,RB,6' 0'',214,Madera,CA,USA,Chowchilla (CA)
Arizona State University,"Duarte, George",1987,1987,CB/S,5' 9'',178,Tuscon,AZ,USA,Sunnydale (AZ)
Arizona State University,"Duckens, Mark",1989,1992,DE/DT,6' 4'',270,Wichita,KS,USA,"North (Wichita, KS)"
Arizona State University,"Dyer, Ken",1968,1971,FL/S,6' 3'',187,Ann Arbor,MI,USA,Ann Arbor (MI)
Arizona State University,"Eason, Nijrell",2002,2002,S,6' 1'',205,Long Beach,CA,USA,"Woodrow Wilson (Long Beach, CA)"
Arizona State University,"Eley, Monroe",1975,1977,RB,6' 2'',210,Rocky Mount,NC,USA,"Central (Nashville, NC)"
Arizona State University,"Elko, Bill",1983,1987,NT,6' 5'',277,New York,NY,USA,Windber (PA)
Arizona State University,"Fanucci, Mike",1972,1974,DE,6' 4'',236,Scranton,PA,USA,Dunmore (PA)
Arizona State University,"Fields, Floyd",1991,1993,S,6' 0'',208,South Holland,IL,USA,"Thornwood (South Holland, IL)"
Arizona State University,"Fisher, Ed",1974,1982,DL/OG,6' 3'',249,Stockton,CA,USA,"Lincoln (Stockton, CA)"
Arizona State University,"Flint, George",1962,1968,G/OG/OT,6' 4'',243,Erie,PA,USA,"North (Phoenix, AZ)"
Arizona State University,"Flowers, Erik",2000,2004,DE/LB,6' 4'',267,San Antonio,TX,USA,"Theodore Roosevelt (San Antonio, TX)"
Arizona State University,"Foster, Gene",1965,1970,FB/HB/OHB/RB,5' 11'',214,Salem,NJ,USA,"Memorial (Pennsville, NJ)"
Arizona State University,"Fulcher, David",1986,1993,LB/S,6' 3'',228,Los Angeles,CA,USA,"John C. Fremont (Los Angeles, CA)"
Arizona State University,"Galloway, Duane",1985,1987,CB/S,5' 8'',181,Los Angeles,CA,USA,"Crenshaw (Los Angeles, CA)"
Arizona State University,"Garcia, Frank",1981,1987,P,6' 0'',210,Tucson,AZ,USA,"Salpointe Catholic (Tucson, AZ)"
Arizona State University,"Gastineau, Mark",1979,1988,DE/DT/LB,6' 5'',270,Ardmore,OK,USA,"Round Valley (Eagar, AZ)"
Arizona State University,"Gordon, Larry",1976,1982,LB,6' 4'',230,Monroe,LA,USA,Union (Phoenix)
Arizona State University,"Grannell, Dave",1974,1974,TE,6' 4'',230,Denver,CO,USA,"Thomas Jefferson (Denver, CO)"
Arizona State University,"Green, Woody",1974,1976,RB,6' 1'',205,Warren,OR,USA,"Jefferson (Portland, OR)"
Arizona State University,"Guliford, Eric",1993,1998,WR,5' 8'',170,Kansas City,KS,USA,Peoria (AZ)
Arizona State University,"Hagan, Derek",2006,2010,WR,6' 2'',203,Northridge,,,
Arizona State University,"Hall, Windlan",1972,1977,CB/DB/S,5' 11'',176,Los Angeles,CA,USA,Gardena (CA)
Arizona State University,"Hardy, Bruce",1978,1989,TE,6' 5'',232,Murray,UT,USA,"Bingham (Copperton, UT)"
Arizona State University,"Harris, Al",1979,1990,DE/LB,6' 5'',260,Bangor,ME,USA,"Leilehua (Wahiawa, HI)"
Arizona State University,"Harris, Darryl",1988,1996,RB,5' 10'',178,Jackson,MS,USA,"Garey (Pomona, CA)"
Arizona State University,"Harris, John",1978,1988,S,6' 2'',200,Fort Benning,GA,USA,"Jackson (Miami, FL)"
Arizona State University,"Harvey, Stacey",1989,1989,LB,6' 4'',245,Pasadena,CA,USA,Pasadena (CA)
Arizona State University,"Hawkins, Ben",1966,1974,FL/WR,6' 0'',180,Newark,NJ,USA,Nutley (NJ)
Arizona State University,"Haynes, Mike",1976,1989,CB,6' 2'',190,Denison,TX,USA,"John Marshall (Los Angeles, CA)"
Arizona State University,"Heap, Todd",2001,2010,TE,6' 5'',252,Mesa,,,"Mountain View (Mesa, AZ)"
Arizona State University,"Hendershot, Larry",1967,1967,LB,6' 3'',240,Indianapolis,IN,USA,"Washington (Phoenix, AZ)"
Arizona State University,"Henry, Bernard",1982,1987,WR,6' 1'',180,Los Angeles,CA,USA,"John C. Fremont (Los Angeles, CA)"
Arizona State University,"Hicks, Mark",1983,1987,LB,6' 2'',225,Los Angeles,CA,USA,"Washington (Los Angeles, CA)"
Arizona State University,"Hill, Bruce",1987,1991,WR,6' 0'',175,Fort Dix,NJ,USA,"Antelope Hill (Lancaster, CA)"
Arizona State University,"Hill, J.D.",1971,1977,WR,6' 1'',190,Stockton,CA,USA,"Edison (Stockton, CA)"
Arizona State University,"Hodgdon, Drew",2005,2007,C,6' 3'',309,Palo Alto,CA,USA,Palo Alto (CA)
Arizona State University,"Holden, Steve",1973,1977,WR,6' 0'',195,Los Angeles,CA,USA,Gardena (CA)
Arizona State University,"Hons, Todd",1987,1987,QB,6' 1'',195,Torrance,CA,USA,"West (Torrance, CA)"
Arizona State University,"Hooker, Fair",1969,1974,FL/WR,6' 1'',198,Los Angeles,CA,USA,Monrovia (CA)
Arizona State University,"Hoover, Mel",1982,1987,WR,6' 0'',185,Charlotte,NC,USA,North Mecklenburg (NC)
Arizona State University,"Jackson, Lenzie",1999,2001,WR,6' 0'',187,Milpitas,CA,USA,Milpitas (CA)
Arizona State University,"James, Lynn",1990,1991,WR,6' 0'',191,Navasota,TX,USA,Navasota (TX)
Arizona State University,"Jeffcoat, Jim",1983,1997,DE/DT/NT,6' 5'',260,Long Branch,NJ,USA,Matawan (NJ)
Arizona State University,"Jefferson, John",1978,1985,WR,6' 1'',200,Dallas,TX,USA,"Roosevelt (Dallas, TX)"
Arizona State University,"Jennings, Brian",2000,2010,TE,6' 5'',244,Mesa,,,"Red Mountain (Mesa, AZ)"
Arizona State University,"Joelson, Greg",1991,1991,DE,6' 3'',270,Roseberg,OR,USA,"Marshfield (Coos Bay, OR)"
Arizona State University,"Johnson, Glenn",1948,1949,T,6' 4'',263,Mesa,AZ,USA,Mesa (AZ)
Arizona State University,"Johnson, John Henry",1954,1966,DHB/FB/HB/OHB,6' 2'',210,Waterproof,LA,USA,Pittsburg (PA)
Arizona State University,"Jones, Doug",1973,1979,CB/S,6' 2'',204,San Diego,CA,USA,"Lincoln (San Diego, CA)"
Arizona State University,"Jones, Levi",2002,2009,OT,6' 5'',308,Eloy,AZ,USA,"Santa Cruz (Eloy, CA)"
Arizona State University,"Justin, Paul",1995,1999,QB,6' 4'',202,Schaumburg,IL,USA,Schaumburg (IL)
Arizona State University,"Kalis, Todd",1988,1995,G/OG,6' 5'',284,Stillwater,MN,USA,"Thunderbird (Phoenix, AZ)"
Arizona State University,"Karney, Mike",2004,2010,RB,5' 11'',254,San Jose,,,"Kentwood (Kent, WA)"
Arizona State University,"Kauahi, Kani",1982,1993,C/G,6' 2'',260,Kekaha,HI,USA,"Kamehameha (Honolulu, HI)"
Arizona State University,"Kenney, Bill",1980,1988,QB,6' 4'',217,San Francisco,CA,USA,San Clemente (CA)
Arizona State University,"Kern, Don",1984,1986,TE,6' 4'',235,Los Gatos,CA,USA,Saratoga (CA)
Arizona State University,"Kohrs, Bob",1981,1985,DE/LB,6' 3'',240,Phoenix,AZ,USA,"Brophy Prep (Phoenix, AZ)"
Arizona State University,"Kosier, Kyle",2002,2010,OT,6' 4'',293,Peoria,,,"Cactus (Glendale, AZ)"
Arizona State University,"Koss, Stein",1987,1987,TE,6' 3'',230,Durango,CO,USA,Durango (CO)
Arizona State University,"Kyle, Jason",1995,2010,LB,6' 3'',242,Tempe,,,"McClintock (Tempe, AZ)"
Arizona State University,"Kysar, Jeff",1995,1995,T,6' 7'',320,Norman,OK,USA,"Serra (San Diego, CA)"
Arizona State University,"Lathrop, Kit",1979,1987,DE/DT,6' 4'',260,San Jose,CA,USA,"Leigh (San Jose, CA)"
Arizona State University,"Lee, Bob",1969,1980,P/QB,6' 2'',195,Columbus,OH,USA,"Lowell (San Francisco, CA)"
Arizona State University,"Lewis, Gary",1964,1970,FB/RB,6' 3'',228,New Orleans,LA,USA,"Polytechnic (San Francisco, CA)"
Arizona State University,"Lewis, Hal",1968,1968,DB,6' 2'',188,Memphis,TN,USA,Oakland (CA)
Arizona State University,"Leyva, Victor",2002,2002,OT,6' 4'',315,Guanajuato,,,"Monache (Porterville, CA)"
Arizona State University,"Lorick, Tony",1964,1969,FB/HB/RB,6' 1'',214,Los Angeles,CA,USA,"Fremont (Los Angeles, CA)"
Arizona State University,"Lou, Ron",1973,1976,C,6' 2'',240,Los Angeles,CA,USA,Montebello (CA)
Arizona State University,"Lumpkin, Joey",1982,1983,LB,6' 2'',230,Ardmore,OK,USA,Scottsdale (AZ)
Arizona State University,"Lumpkin, Ron",1973,1973,S,6' 2'',200,Los Angeles,CA,USA,"Mount Carmel (Los Angeles, CA)"
Arizona State University,"Malone, Art",1970,1976,FB/RB,5' 11'',213,Tyler,TX,USA,"Santa Cruz Valley (Eloy, AZ)"
Arizona State University,"Malone, Benny",1974,1979,HB/RB,5' 10'',193,Tyler,TX,USA,"Santa Cruz Valley (Eloy, AZ)"
Arizona State University,"Malone, Mark",1980,1989,QB,6' 4'',220,El Cajon,CA,USA,"Valley (El Cajon, CA)"
Arizona State University,"Martin, Derrick",1987,1987,CB,6' 0'',185,Los Angeles,CA,USA,Compton (CA)
Arizona State University,"Matesic, Joe",1954,1954,T,6' 4'',250,Rankin,PA,USA,
Arizona State University,"Maxwell, Vernon",1983,1989,LB,6' 2'',233,Birmingham,AL,USA,"Verbum Dei (Los Angeles, CA)"
Arizona State University,"McCann, Jim",1971,1975,P,6' 2'',265,Phoenix,AZ,USA,"North (Phoenix, AZ)"
Arizona State University,"McClanahan, Brent",1973,1979,RB,5' 10'',202,Bakersfield,CA,USA,"South (Bakersfield, CA)"
Arizona State University,"McClendon, Skip",1987,1993,DE/DL/DT,6' 6'',282,Detroit,MI,USA,"Redford (Detroit, MI)"
Arizona State University,"McCray, Prentice",1974,1980,S,6' 1'',188,Los Angeles,CA,USA,"Edison (Stockton, CA)"
Arizona State University,"Mcdaniel, Randall",1988,2001,G/OG,6' 3'',281,Phoenix,AZ,USA,"Agua Fria (Avondale, AZ)"
Arizona State University,"Mcdonald, Shaun",2003,2009,WR,5' 10'',170,Phoenix,AZ,USA,"Shadow Mountain (Phoenix, AZ)"
Arizona State University,"Mcgill, Lenny",1994,1998,CB,6' 1'',194,Long Beach,CA,USA,"Orange Glen (Escondido, CA)"
Arizona State University,"Mcintyre, Jeff",1979,1980,LB,6' 3'',232,Beaumont,TX,USA,"Mount Carmel (Los Angeles, CA)"
Arizona State University,"McKenzie, Chris",2005,2005,DB,5' 8'',182,New York,NY,USA,Glendale Community College (AZ)
Arizona State University,"Mckinnis, Hugh",1973,1976,RB,6' 0'',220,Sharon,PA,USA,Farrell (PA)
Arizona State University,"Mcnanie, Sean",1984,1990,DE,6' 5'',265,Mundelein,IL,USA,Mundelein (IL)
Arizona State University,"Miniefield, Kevin",1993,1997,CB/S,5' 9'',178,Phoenix,AZ,USA,"Camelback (Phoenix, AZ)"
Arizona State University,"Mistler, John",1981,1984,WR,6' 2'',186,Columbia,MO,USA,"Sahuaro (Tucson, AZ)"
Arizona State University,"Mitcham, Gene",1958,1958,OE,6' 2'',206,Phoenix,AZ,USA,"North (Phoenix, AZ)"
Arizona State University,"Moore, Alvin",1983,1987,RB,6' 0'',194,Randolph,AZ,USA,Coolidge (AZ)
Arizona State University,"Moore, Randy",1976,1976,DT,6' 2'',241,Johnstown,PA,USA,"Richland (Johnstown, PA)"
Arizona State University,"Moyer, Paul",1983,1989,S,6' 1'',200,Villa Park,CA,USA,Villa Park (CA)
Arizona State University,"Mucker, Larry",1977,1980,WR,5' 11'',191,Fresno,CA,USA,"McLane (Fresno, CA)"
Arizona State University,"Newsome, Craig",1995,1999,CB,6' 0'',190,San Bernardino,CA,USA,"Eisenhower (Rialto, CA)"
Arizona State University,"Noble, Brian",1985,1993,LB,6' 3'',250,Anaheim,CA,USA,Anaheim (CA)
Arizona State University,"Osborne, Clancy",1959,1964,LB,6' 3'',218,Lubbock,TX,USA,"Palo Verde (Blythe, CA)"
Arizona State University,"Osiecki, Sandy",1984,1984,QB,6' 5'',202,Ansonia,CT,USA,Ansonia (CT)
Arizona State University,"Owens, Morris",1975,1979,WR,6' 0'',192,Oakland,CA,USA,Chowchilla (CA)
Arizona State University,"Padjen, Gary",1982,1987,LB,6' 2'',246,Salt Lake City,UT,USA,Kearns (UT)
Arizona State University,"Pagel, Mike",1982,1993,QB,6' 2'',206,Douglas,AZ,USA,"Washington (Phoenix, AZ)"
Arizona State University,"Parker, Anthony",1989,1998,CB/S,5' 10'',181,Sylacauga,AL,USA,"McClintock (Tempe, AZ)"
Arizona State University,"Patterson, Shawn",1988,1993,DE/NT,6' 5'',265,Tempe,AZ,USA,"McClintock (Tempe, AZ)"
Arizona State University,"Paulk, Jeff",1999,2000,FB/RB,6' 0'',242,Phoenix,AZ,USA,"Corona del Sol (Tempe, AZ)"
Arizona State University,"Perkins, Bruce",1990,1991,RB,6' 2'',230,Waterloo,IA,USA,"Central (Waterloo, IA)"
Arizona State University,"Peters, Scott",2003,2003,OG,6' 3'',300,Arcadia,CA,USA,"Amador Valley (Pleasanton, CA)"
Arizona State University,"Pitts, John",1967,1975,FL/S,6' 4'',218,Birmingham,AL,USA,Laguna Beach (CA)
Arizona State University,"Plummer, Jake",1997,2006,QB,6' 2'',204,Boise,ID,USA,"Capital (Boise, ID)"
Arizona State University,"Pollak, Mike",2008,2010,C,6' 3'',301,Scottsdale,,,"Coronal Del Sol HS (Tempe, AZ)"
Arizona State University,"Poole, Keith",1997,2001,WR,6' 0'',191,San Jose,CA,USA,Clovis (CA)
Arizona State University,"Pritchard, Ron",1969,1977,LB,6' 1'',231,Chicago,IL,USA,Antoich (CA)
Arizona State University,"Proby, Bryan",1995,1995,DE,6' 5'',283,Compton,CA,USA,"Banning (Los Angeles, CA)"
Arizona State University,"Putnam, Earl",1957,1957,C,6' 6'',308,Cincinnati,OH,USA,"Hughes (Cincinnati, OH)"
Arizona State University,"Redmond, J.R.",2000,2004,RB,5' 11'',213,Los Angeles,CA,USA,Carson (CA)
Arizona State University,"Reeves, Bryan",1994,1995,WR,5' 11'',185,Los Angeles,CA,USA,Carson (CA)
Arizona State University,"Richardson, Damien",1998,2002,S,6' 1'',210,Los Angeles,CA,USA,"West (Clovis, CA)"
Arizona State University,"Richardson, Mike",1983,1989,CB,6' 0'',188,Compton,CA,USA,Compton (CA)
Arizona State University,"Riggs, Gerald",1982,1991,RB,6' 1'',231,Tullos,LA,USA,"Bonanza (Las Vegas, NV)"
Arizona State University,"Robinson, Billy",1987,1987,CB/S,6' 1'',200,Wichita,KS,USA,"Victor Valley (Victorville, CA)"
Arizona State University,"Rockwell, Hank",1940,1948,C/G/T,6' 4'',231,Whittier,CA,USA,Puente (CA)
Arizona State University,"Rodgers, Derrick",1997,2004,LB,6' 2'',231,Memphis,TN,USA,"St. Augustine (New Orleans, LA)*"
Arizona State University,"Roque, Juan",1997,1999,DL/OT,6' 8'',332,San Diego,CA,USA,Ontario (CA)
Arizona State University,"Ruegamer, Grey",2000,2008,C,6' 5'',301,Scottsdale,AZ,USA,"Bishop Gorman (Las Vegas, NV)"
Arizona State University,"Russell, Leonard",1991,1996,RB,6' 2'',235,Long Beach,CA,USA,"Polytechnic (Long Beach, CA)"
Arizona State University,"Saleaumua, Dan",1987,1998,DE/DT/NT,6' 0'',315,San Diego,CA,USA,"Sweetwater (National City, CA)"
Arizona State University,"Seedborg, John",1965,1965,G/K,6' 0'',227,Paso Robles,CA,USA,"Wilson (Long Beach, CA)"
Arizona State University,"Shivers, Jason",2004,2004,S,6' 0'',201,Phoenix,AZ,USA,"South Mountain (Phoenix, AZ)"
Arizona State University,"Shupe, Mark",1987,1987,C,6' 5'',285,Lafayette,IN,USA,"Ben Davis (Indianapolis, IN)"
Arizona State University,"Simmons, Jason",1998,2007,DB,5' 9'',192,Inglewood,CA,USA,"Leuzinger (Lawndale, CA)"
Arizona State University,"Smith, Derek",1997,2008,LB,6' 2'',243,American Fork,UT,USA,American Fork (UT)
Arizona State University,"Smith, Gordon",1961,1965,TE,6' 2'',211,Douglas,AZ,USA,"West (Phoenix, AZ)"
Arizona State University,"Smith, Jerry",1965,1977,SE/TE,6' 2'',209,Eugene,OR,USA,San Lorenzo (CA)
Arizona State University,"Smith, Marvel",2000,2008,OT,6' 5'',313,Oakland,CA,USA,"Skyline (Oakland, CA)"
Arizona State University,"Smith, Terrelle",2000,2009,RB,6' 0'',246,West Covina,CA,USA,"Canyon Springs (Moreno Valley, CA)"
Arizona State University,"Sparks, Phillippi",1992,2000,CB,5' 11'',195,Oklahoma City,OK,USA,"Maryvale (Phoenix, AZ)"
Arizona State University,"Sproul, Dennis",1978,1978,QB,6' 2'',210,Downey,CA,USA,"Los Altos (Hacienda Heights, CA)"
Arizona State University,"Staat, Jeremy",1998,2003,DE/DT/NT,6' 5'',300,Bakersfield,CA,USA,Bakersfield (CA)
Arizona State University,"Stanley, Israel",1995,1995,DE,6' 3'',260,San Diego,CA,USA,"Point Loma (San Diego, CA)"
Arizona State University,"Stephen, Scott",1987,1992,LB,6' 2'',237,Los Angeles,CA,USA,"Manual Arts (Los Angeles, CA)"
Arizona State University,"Steverson, Norris",1934,1934,HB/QB,5' 10'',185,Mesa,AZ,USA,Mesa (AZ)
Arizona State University,"Suggs, Terrell",2003,2010,DE,6' 3'',260,Minneapolis,,,"Hamilton (Chandler, AZ)"
Arizona State University,"Swayda, Shawn",1998,2001,DE/DT,6' 5'',295,Phoenix,AZ,USA,"Brophy Prep (Phoenix, AZ)"
Arizona State University,"Taylor, Charley",1964,1977,HB/OE/OHB/SE/T/WR,6' 3'',210,Grand Prairie,TX,USA,"Dolworth (Grand Prairie, TX)"
Arizona State University,"Thomas, Bob",1971,1974,RB,5' 10'',201,Pittsburgh,PA,USA,"Centennial (Compton, CA)"
Arizona State University,"Thomas, J.T.",1995,1998,WR,5' 10'',173,San Bernardino,CA,USA,San Bernardino (CA)
Arizona State University,"Thomas, Kevin",1988,1988,C,6' 2'',265,Tucson,AZ,USA,"Canyon del Oro (Tucson, AZ)"
Arizona State University,"Tillman, Pat",1998,2001,S,5' 11'',198,Fremont,CA,USA,"Leland (San Jose, CA)"
Arizona State University,"Todd, Larry",1965,1970,FL/HB/OE/RB/SE,6' 1'',185,Memphis,TN,USA,"Centennial (Compton, CA)"
Arizona State University,"Torain, Ryan",2008,2010,RB,6' 1'',225,Topeka,,,Shawnee Mission Northwest HS (KS)
Arizona State University,"Trejo, Stephen",2001,2004,FB/TE,6' 2'',255,Mesa,AZ,USA,Casa Grande (AZ)
Arizona State University,"Tryon, Justin",2008,2010,DB,5' 9'',183,Los Angeles,,,"William Howard Taft HS (Woodland Hills, CA); Littlerock HS (CA)"
Arizona State University,"Unck, Mason",2003,2006,LB,6' 3'',235,Ogden,UT,USA,"Bonneville (Ogden, UT)"
Arizona State University,"Van Raaphorst, Jeff",1987,1987,QB,6' 1'',210,Columbus,OH,USA,"Grossmont (La Mesa, CA)"
Arizona State University,"Verdon, Jimmy",2005,2005,DT,6' 3'',280,Pomona,CA,USA,Pomona (CA)
Arizona State University,"Villa, Danny",1987,1998,C/G/OG/OT/T,6' 5'',305,Nogales,AZ,USA,Nogales (AZ)
Arizona State University,"Von Der Ahe, Scott",1997,1997,LB,5' 11'',242,Lancaster,CA,USA,Mission Viejo (CA)
Arizona State University,"Wallerstedt, Brett",1993,1997,LB,6' 1'',240,Tacoma,WA,USA,Manhattan (KS)
Arizona State University,"Walter, Andrew",2006,2008,QB,6' 6'',230,Phoenix,AZ,USA,
Arizona State University,"Walton, Larry",1969,1978,S/WR,6' 0'',181,Johnstown,PA,USA,Johnstown (PA)
Arizona State University,"Warne, Jim",1987,1987,OT,6' 7'',315,Phoenix,AZ,USA,Tempe (AZ)
Arizona State University,"Warren, Morrie",1948,1948,B,5' 11'',208,Marlin,TX,USA,
Arizona State University,"Weathers, Robert",1982,1986,RB,6' 2'',220,Westfield,NY,USA,Fort Pierce (FL)
Arizona State University,"Wetzel, Ron",1983,1983,TE,6' 5'',242,Pittsburgh,PA,USA,South Hills (PA)
Arizona State University,"White, Danny",1976,1988,P/QB,6' 3'',195,Mesa,AZ,USA,"Westwood (Mesa, AZ)"
Arizona State University,"White, Wilford",1951,1952,HB,5' 9'',171,Mesa,AZ,USA,Mesa (AZ)
Arizona State University,"Williams, Kendall",1983,1983,CB,5' 9'',189,Long Beach,CA,USA,"Polytechnic (Long Beach, CA)"
Arizona State University,"Williams, Newton",1982,1983,FB/RB,5' 10'',204,Charlotte,NC,USA,"North Mecklenburg (Charlotte, NC)"
Arizona State University,"Williams, Travis",1967,1971,OHB/RB,6' 1'',210,El Dorado,AR,USA,"Harry Ells (Richmond, CA)"
Arizona State University,"Woodson, Darren",1992,2003,LB/S,6' 1'',217,Phoenix,AZ,USA,"Maryvale (Phoenix, AZ)"
Arizona State University,"Wright, Louis",1975,1986,CB,6' 3'',200,Gilmer,TX,USA,Bakersfield (CA)
Arizona State University,"Zendejas, Luis",1987,1989,K,5' 9'',190,Mexico City,,,"Don Antonio Lugo (Chico, CA)"
Arizona Western JC,"Anderson, Dwight",2004,2005,DB,5' 10'',172,Spanish Town,,,Bloomfield (CT)
