school,year,conference
Kent State,1978,mac
Kent State,1979,mac
Kent State,1980,mac
Kent State,1981,mac
Kent State,1982,mac
Kent State,1983,mac
Kent State,1984,mac
Kent State,1985,mac
Kent State,1986,mac
Kent State,1987,mac
Kent State,1988,mac
Kent State,1989,mac
Kent State,1990,mac
Kent State,1991,mac
Kent State,1992,mac
Kent State,1993,mac
Kent State,1994,mac
Kent State,1995,mac
Kent State,1996,mac
Kent State,1997,mac
Kent State,1998,mac
Kent State,1999,mac
Kent State,2000,mac
Kent State,2001,mac
Kent State,2002,mac
Kent State,2003,mac
Kent State,2004,mac
Kent State,2005,mac
Kent State,2006,mac
Kent State,2007,mac
Kent State,2008,mac
Kent State,2009,mac
Kent State,2010,mac
Kent State,2011,mac
Kent State,2012,mac
Kent State,2013,mac
Kent State,2014,mac
Kent State,2015,mac
Kentucky,1965,sec
Kentucky,1966,sec
Kentucky,1967,sec
Kentucky,1968,sec
Kentucky,1969,sec
Kentucky,1970,sec
Kentucky,1971,sec
Kentucky,1972,sec
Kentucky,1973,sec
Kentucky,1974,sec
Kentucky,1975,sec
Kentucky,1976,sec
Kentucky,1977,sec
Kentucky,1978,sec
Kentucky,1979,sec
Kentucky,1980,sec
Kentucky,1981,sec
Kentucky,1982,sec
Kentucky,1983,sec
Kentucky,1984,sec
Kentucky,1985,sec
Kentucky,1986,sec
Kentucky,1987,sec
Kentucky,1988,sec
Kentucky,1989,sec
Kentucky,1990,sec
Kentucky,1991,sec
Kentucky,1992,sec
Kentucky,1993,sec
Kentucky,1994,sec
Kentucky,1995,sec
Kentucky,1996,sec
Kentucky,1997,sec
Kentucky,1998,sec
Kentucky,1999,sec
Kentucky,2000,sec
Kentucky,2001,sec
Kentucky,2002,sec
Kentucky,2003,sec
Kentucky,2004,sec
Kentucky,2005,sec
Kentucky,2006,sec
Kentucky,2007,sec
Kentucky,2008,sec
Kentucky,2009,sec
Kentucky,2010,sec
Kentucky,2011,sec
Kentucky,2012,sec
Kentucky,2013,sec
Kentucky,2014,sec
Kentucky,2015,sec
Long Beach State,1965,none
Long Beach State,1966,none
Long Beach State,1967,none
Long Beach State,1968,none
Long Beach State,1969,big-west
Long Beach State,1970,big-west
Long Beach State,1971,big-west
Long Beach State,1972,big-west
Long Beach State,1973,big-west
Long Beach State,1974,big-west
Long Beach State,1975,big-west
Long Beach State,1976,big-west
Long Beach State,1977,big-west
Long Beach State,1978,big-west
Long Beach State,1979,big-west
Long Beach State,1980,big-west
Long Beach State,1981,big-west
Long Beach State,1982,big-west
Long Beach State,1983,big-west
Long Beach State,1984,big-west
Long Beach State,1985,big-west
Long Beach State,1986,big-west
Long Beach State,1987,big-west
Long Beach State,1988,big-west
Long Beach State,1989,big-west
Long Beach State,1990,big-west
Long Beach State,1991,big-west
Long Beach State,1992,none
Long Beach State,1993,none
Long Beach State,1994,none
Long Beach State,1995,none
Long Beach State,1996,none
Long Beach State,1997,none
Long Beach State,1998,none
Long Beach State,1999,none
Long Beach State,2000,none
Long Beach State,2001,none
Long Beach State,2002,none
Long Beach State,2003,none
Long Beach State,2004,none
Long Beach State,2005,none
Long Beach State,2006,none
Long Beach State,2007,none
Long Beach State,2008,none
Long Beach State,2009,none
Long Beach State,2010,none
Long Beach State,2011,none
Long Beach State,2012,none
Long Beach State,2013,none
Long Beach State,2014,none
Long Beach State,2015,none
Louisiana State,1965,sec
Louisiana State,1966,sec
Louisiana State,1967,sec
Louisiana State,1968,sec
Louisiana State,1969,sec
Louisiana State,1970,sec
Louisiana State,1971,sec
Louisiana State,1972,sec
Louisiana State,1973,sec
Louisiana State,1974,sec
Louisiana State,1975,sec
Louisiana State,1976,sec
Louisiana State,1977,sec
Louisiana State,1978,sec
Louisiana State,1979,sec
Louisiana State,1980,sec
Louisiana State,1981,sec
Louisiana State,1982,sec
Louisiana State,1983,sec
Louisiana State,1984,sec
Louisiana State,1985,sec
Louisiana State,1986,sec
Louisiana State,1987,sec
Louisiana State,1988,sec
Louisiana State,1989,sec
Louisiana State,1990,sec
Louisiana State,1991,sec
Louisiana State,1992,sec
Louisiana State,1993,sec
Louisiana State,1994,sec
Louisiana State,1995,sec
Louisiana State,1996,sec
Louisiana State,1997,sec
Louisiana State,1998,sec
Louisiana State,1999,sec
Louisiana State,2000,sec
Louisiana State,2001,sec
Louisiana State,2002,sec
Louisiana State,2003,sec
Louisiana State,2004,sec
Louisiana State,2005,sec
Louisiana State,2006,sec
Louisiana State,2007,sec
Louisiana State,2008,sec
Louisiana State,2009,sec
Louisiana State,2010,sec
Louisiana State,2011,sec
Louisiana State,2012,sec
Louisiana State,2013,sec
Louisiana State,2014,sec
Louisiana State,2015,sec
Louisiana Tech,1965,none
Louisiana Tech,1966,none
Louisiana Tech,1967,none
Louisiana Tech,1968,none
Louisiana Tech,1969,none
Louisiana Tech,1970,none
Louisiana Tech,1971,none
Louisiana Tech,1972,none
Louisiana Tech,1973,none
Louisiana Tech,1974,none
Louisiana Tech,1975,southland
Louisiana Tech,1976,southland
Louisiana Tech,1977,southland
Louisiana Tech,1978,southland
Louisiana Tech,1979,southland
Louisiana Tech,1980,southland
Louisiana Tech,1981,southland
Louisiana Tech,1982,none
Louisiana Tech,1983,none
Louisiana Tech,1984,none
Louisiana Tech,1985,none
Louisiana Tech,1986,none
Louisiana Tech,1987,none
Louisiana Tech,1988,independent
Louisiana Tech,1989,independent
Louisiana Tech,1990,independent
Louisiana Tech,1991,independent
Louisiana Tech,1992,independent
Louisiana Tech,1993,big-west
Louisiana Tech,1994,big-west
Louisiana Tech,1995,big-west
Louisiana Tech,1996,independent
Louisiana Tech,1997,independent
Louisiana Tech,1998,independent
Louisiana Tech,1999,independent
Louisiana Tech,2000,independent
Louisiana Tech,2001,wac
Louisiana Tech,2002,wac
Louisiana Tech,2003,wac
Louisiana Tech,2004,wac
Louisiana Tech,2005,wac
Louisiana Tech,2006,wac
Louisiana Tech,2007,wac
Louisiana Tech,2008,wac
Louisiana Tech,2009,wac
Louisiana Tech,2010,wac
Louisiana Tech,2011,wac
Louisiana Tech,2012,wac
Louisiana Tech,2013,cusa
Louisiana Tech,2014,cusa
Louisiana Tech,2015,cusa
Louisiana-Lafayette,1965,none
Louisiana-Lafayette,1966,none
Louisiana-Lafayette,1967,none
Louisiana-Lafayette,1968,none
Louisiana-Lafayette,1969,none
Louisiana-Lafayette,1970,none
Louisiana-Lafayette,1971,none
Louisiana-Lafayette,1972,none
Louisiana-Lafayette,1973,independent
Louisiana-Lafayette,1974,independent
Louisiana-Lafayette,1975,southland
Louisiana-Lafayette,1976,southland
Louisiana-Lafayette,1977,southland
Louisiana-Lafayette,1978,southland
Louisiana-Lafayette,1979,southland
Louisiana-Lafayette,1980,southland
Louisiana-Lafayette,1981,southland
Louisiana-Lafayette,1982,independent
Louisiana-Lafayette,1983,independent
Louisiana-Lafayette,1984,independent
Louisiana-Lafayette,1985,independent
Louisiana-Lafayette,1986,independent
Louisiana-Lafayette,1987,independent
Louisiana-Lafayette,1988,independent
Louisiana-Lafayette,1989,independent
Louisiana-Lafayette,1990,independent
Louisiana-Lafayette,1991,independent
Louisiana-Lafayette,1992,independent
Louisiana-Lafayette,1993,big-west
Louisiana-Lafayette,1994,big-west
Louisiana-Lafayette,1995,big-west
Louisiana-Lafayette,1996,independent
Louisiana-Lafayette,1997,independent
Louisiana-Lafayette,1998,independent
Louisiana-Lafayette,1999,independent
Louisiana-Lafayette,2000,independent
Louisiana-Lafayette,2001,sun-belt
Louisiana-Lafayette,2002,sun-belt
Louisiana-Lafayette,2003,sun-belt
Louisiana-Lafayette,2004,sun-belt
Louisiana-Lafayette,2005,sun-belt
Louisiana-Lafayette,2006,sun-belt
Louisiana-Lafayette,2007,sun-belt
Louisiana-Lafayette,2008,sun-belt
Louisiana-Lafayette,2009,sun-belt
Louisiana-Lafayette,2010,sun-belt
Louisiana-Lafayette,2011,sun-belt
Louisiana-Lafayette,2012,sun-belt
Louisiana-Lafayette,2013,sun-belt
Louisiana-Lafayette,2014,sun-belt
Louisiana-Lafayette,2015,sun-belt
Louisiana-Monroe,1965,none
Louisiana-Monroe,1966,none
Louisiana-Monroe,1967,none
Louisiana-Monroe,1968,none
Louisiana-Monroe,1969,none
Louisiana-Monroe,1970,none
Louisiana-Monroe,1971,none
Louisiana-Monroe,1972,none
Louisiana-Monroe,1973,none
Louisiana-Monroe,1974,none
Louisiana-Monroe,1975,independent
Louisiana-Monroe,1976,independent
Louisiana-Monroe,1977,independent
Louisiana-Monroe,1978,independent
Louisiana-Monroe,1979,independent
Louisiana-Monroe,1980,independent
Louisiana-Monroe,1981,independent
Louisiana-Monroe,1982,none
Louisiana-Monroe,1983,none
Louisiana-Monroe,1984,none
Louisiana-Monroe,1985,none
Louisiana-Monroe,1986,none
Louisiana-Monroe,1987,none
Louisiana-Monroe,1988,none
Louisiana-Monroe,1989,none
Louisiana-Monroe,1990,none
Louisiana-Monroe,1991,none
Louisiana-Monroe,1992,none
Louisiana-Monroe,1993,none
Louisiana-Monroe,1994,independent
Louisiana-Monroe,1995,independent
Louisiana-Monroe,1996,independent
Louisiana-Monroe,1997,independent
Louisiana-Monroe,1998,independent
Louisiana-Monroe,1999,independent
Louisiana-Monroe,2000,independent
Louisiana-Monroe,2001,sun-belt
Louisiana-Monroe,2002,sun-belt
Louisiana-Monroe,2003,sun-belt
Louisiana-Monroe,2004,sun-belt
Louisiana-Monroe,2005,sun-belt
Louisiana-Monroe,2006,sun-belt
Louisiana-Monroe,2007,sun-belt
Louisiana-Monroe,2008,sun-belt
Louisiana-Monroe,2009,sun-belt
Louisiana-Monroe,2010,sun-belt
Louisiana-Monroe,2011,sun-belt
Louisiana-Monroe,2012,sun-belt
Louisiana-Monroe,2013,sun-belt
Louisiana-Monroe,2014,sun-belt
Louisiana-Monroe,2015,sun-belt
Louisville,1965,mvc
Louisville,1966,mvc
Louisville,1967,mvc
Louisville,1968,mvc
Louisville,1969,mvc
Louisville,1970,mvc
Louisville,1971,mvc
Louisville,1972,mvc
Louisville,1973,mvc
Louisville,1974,mvc
Louisville,1975,independent
Louisville,1976,independent
Louisville,1977,independent
Louisville,1978,independent
Louisville,1979,independent
Louisville,1980,independent
Louisville,1981,independent
Louisville,1982,independent
Louisville,1983,independent
Louisville,1984,independent
Louisville,1985,independent
Louisville,1986,independent
Louisville,1987,independent
Louisville,1988,independent
Louisville,1989,independent
Louisville,1990,independent
Louisville,1991,independent
Louisville,1992,independent
Louisville,1993,independent
Louisville,1994,independent
Louisville,1995,independent
Louisville,1996,cusa
Louisville,1997,cusa
Louisville,1998,cusa
Louisville,1999,cusa
Louisville,2000,cusa
Louisville,2001,cusa
Louisville,2002,cusa
Louisville,2003,cusa
Louisville,2004,cusa
Louisville,2005,big-east
Louisville,2006,big-east
Louisville,2007,big-east
Louisville,2008,big-east
Louisville,2009,big-east
Louisville,2010,big-east
Louisville,2011,big-east
Louisville,2012,big-east
Louisville,2013,american
Louisville,2014,acc
Louisville,2015,acc
Marshall,1965,mac
Marshall,1966,mac
Marshall,1967,mac
Marshall,1968,mac
Marshall,1969,mac
Marshall,1970,independent
Marshall,1971,independent
Marshall,1972,independent
Marshall,1973,independent
Marshall,1974,independent
Marshall,1975,independent
Marshall,1976,independent
Marshall,1977,southern
Marshall,1978,southern
Marshall,1979,southern
Marshall,1980,southern
Marshall,1981,southern
Marshall,1982,none
Marshall,1983,none
Marshall,1984,none
Marshall,1985,none
Marshall,1986,none
Marshall,1987,none
Marshall,1988,none
Marshall,1989,none
Marshall,1990,none
Marshall,1991,none
Marshall,1992,none
Marshall,1993,none
Marshall,1994,none
Marshall,1995,none
Marshall,1996,none
Marshall,1997,mac
Marshall,1998,mac
Marshall,1999,mac
Marshall,2000,mac
Marshall,2001,mac
Marshall,2002,mac
Marshall,2003,mac
Marshall,2004,mac
Marshall,2005,cusa
Marshall,2006,cusa
Marshall,2007,cusa
Marshall,2008,cusa
Marshall,2009,cusa
Marshall,2010,cusa
Marshall,2011,cusa
Marshall,2012,cusa
Marshall,2013,cusa
Marshall,2014,cusa
Marshall,2015,cusa
Maryland,1965,acc
Maryland,1966,acc
Maryland,1967,acc
Maryland,1968,acc
Maryland,1969,acc
Maryland,1970,acc
Maryland,1971,acc
Maryland,1972,acc
Maryland,1973,acc
Maryland,1974,acc
Maryland,1975,acc
Maryland,1976,acc
Maryland,1977,acc
Maryland,1978,acc
Maryland,1979,acc
Maryland,1980,acc
Maryland,1981,acc
Maryland,1982,acc
Maryland,1983,acc
Maryland,1984,acc
Maryland,1985,acc
Maryland,1986,acc
Maryland,1987,acc
Maryland,1988,acc
Maryland,1989,acc
Maryland,1990,acc
Maryland,1991,acc
Maryland,1992,acc
Maryland,1993,acc
Maryland,1994,acc
Maryland,1995,acc
Maryland,1996,acc
Maryland,1997,acc
Maryland,1998,acc
Maryland,1999,acc
Maryland,2000,acc
Maryland,2001,acc
Maryland,2002,acc
Maryland,2003,acc
Maryland,2004,acc
Maryland,2005,acc
Maryland,2006,acc
Maryland,2007,acc
Maryland,2008,acc
Maryland,2009,acc
Maryland,2010,acc
Maryland,2011,acc
Maryland,2012,acc
Maryland,2013,acc
Maryland,2014,big-ten
Maryland,2015,big-ten
Massachusetts,1965,none
Massachusetts,1966,none
Massachusetts,1967,none
Massachusetts,1968,none
Massachusetts,1969,none
Massachusetts,1970,none
Massachusetts,1971,none
Massachusetts,1972,none
Massachusetts,1973,none
Massachusetts,1974,none
Massachusetts,1975,none
Massachusetts,1976,none
Massachusetts,1977,none
Massachusetts,1978,none
Massachusetts,1979,none
Massachusetts,1980,none
Massachusetts,1981,none
Massachusetts,1982,none
Massachusetts,1983,none
Massachusetts,1984,none
Massachusetts,1985,none
Massachusetts,1986,none
Massachusetts,1987,none
Massachusetts,1988,none
Massachusetts,1989,none
Massachusetts,1990,none
Massachusetts,1991,none
Massachusetts,1992,none
Massachusetts,1993,none
Massachusetts,1994,none
Massachusetts,1995,none
Massachusetts,1996,none
Massachusetts,1997,none
Massachusetts,1998,none
Massachusetts,1999,none
Massachusetts,2000,none
Massachusetts,2001,none
Massachusetts,2002,none
Massachusetts,2003,none
Massachusetts,2004,none
Massachusetts,2005,none
Massachusetts,2006,none
Massachusetts,2007,none
Massachusetts,2008,none
Massachusetts,2009,none
Massachusetts,2010,none
Massachusetts,2011,none
Massachusetts,2012,mac
Massachusetts,2013,mac
Massachusetts,2014,mac
Massachusetts,2015,mac
Memphis,1965,independent
Memphis,1966,independent
Memphis,1967,independent
Memphis,1968,mvc
Memphis,1969,mvc
Memphis,1970,mvc
Memphis,1971,mvc
Memphis,1972,mvc
Memphis,1973,independent
Memphis,1974,independent
Memphis,1975,independent
Memphis,1976,independent
Memphis,1977,independent
Memphis,1978,independent
Memphis,1979,independent
Memphis,1980,independent
Memphis,1981,independent
Memphis,1982,independent
Memphis,1983,independent
Memphis,1984,independent
Memphis,1985,independent
Memphis,1986,independent
Memphis,1987,independent
Memphis,1988,independent
Memphis,1989,independent
Memphis,1990,independent
Memphis,1991,independent
Memphis,1992,independent
Memphis,1993,independent
Memphis,1994,independent
Memphis,1995,independent
Memphis,1996,cusa
Memphis,1997,cusa
Memphis,1998,cusa
Memphis,1999,cusa
Memphis,2000,cusa
Memphis,2001,cusa
Memphis,2002,cusa
Memphis,2003,cusa
Memphis,2004,cusa
Memphis,2005,cusa
Memphis,2006,cusa
Memphis,2007,cusa
Memphis,2008,cusa
Memphis,2009,cusa
Memphis,2010,cusa
Memphis,2011,cusa
Memphis,2012,cusa
Memphis,2013,american
Memphis,2014,american
Memphis,2015,american
Miami (FL),1965,independent
Miami (FL),1966,independent
Miami (FL),1967,independent
Miami (FL),1968,independent
Miami (FL),1969,independent
Miami (FL),1970,independent
Miami (FL),1971,independent
Miami (FL),1972,independent
Miami (FL),1973,independent
Miami (FL),1974,independent
Miami (FL),1975,independent
Miami (FL),1976,independent
Miami (FL),1977,independent
Miami (FL),1978,independent
Miami (FL),1979,independent
Miami (FL),1980,independent
Miami (FL),1981,independent
Miami (FL),1982,independent
Miami (FL),1983,independent
Miami (FL),1984,independent
Miami (FL),1985,independent
Miami (FL),1986,independent
Miami (FL),1987,independent
Miami (FL),1988,independent
Miami (FL),1989,independent
Miami (FL),1990,independent
Miami (FL),1991,big-east
Miami (FL),1992,big-east
Miami (FL),1993,big-east
Miami (FL),1994,big-east
Miami (FL),1995,big-east
Miami (FL),1996,big-east
Miami (FL),1997,big-east
Miami (FL),1998,big-east
Miami (FL),1999,big-east
Miami (FL),2000,big-east
Miami (FL),2001,big-east
Miami (FL),2002,big-east
Miami (FL),2003,big-east
Miami (FL),2004,acc
Miami (FL),2005,acc
Miami (FL),2006,acc
Miami (FL),2007,acc
Miami (FL),2008,acc
Miami (FL),2009,acc
Miami (FL),2010,acc
Miami (FL),2011,acc
Miami (FL),2012,acc
Miami (FL),2013,acc
Miami (FL),2014,acc
Miami (FL),2015,acc
Miami (OH),1965,mac
Miami (OH),1966,mac
Miami (OH),1967,mac
Miami (OH),1968,mac
Miami (OH),1969,mac
Miami (OH),1970,mac
Miami (OH),1971,mac
Miami (OH),1972,mac
Miami (OH),1973,mac
Miami (OH),1974,mac
Miami (OH),1975,mac
Miami (OH),1976,mac
Miami (OH),1977,mac
Miami (OH),1978,mac
Miami (OH),1979,mac
Miami (OH),1980,mac
Miami (OH),1981,mac
Miami (OH),1982,mac
Miami (OH),1983,mac
Miami (OH),1984,mac
Miami (OH),1985,mac
Miami (OH),1986,mac
Miami (OH),1987,mac
Miami (OH),1988,mac
Miami (OH),1989,mac
Miami (OH),1990,mac
Miami (OH),1991,mac
Miami (OH),1992,mac
Miami (OH),1993,mac
Miami (OH),1994,mac
Miami (OH),1995,mac
Miami (OH),1996,mac
Miami (OH),1997,mac
Miami (OH),1998,mac
Miami (OH),1999,mac
Miami (OH),2000,mac
Miami (OH),2001,mac
Miami (OH),2002,mac
Miami (OH),2003,mac
Miami (OH),2004,mac
Miami (OH),2005,mac
Miami (OH),2006,mac
Miami (OH),2007,mac
Miami (OH),2008,mac
Miami (OH),2009,mac
Miami (OH),2010,mac
Miami (OH),2011,mac
Miami (OH),2012,mac
Miami (OH),2013,mac
Miami (OH),2014,mac
Miami (OH),2015,mac
Michigan State,1965,big-ten
Michigan State,1966,big-ten
Michigan State,1967,big-ten
Michigan State,1968,big-ten
Michigan State,1969,big-ten
Michigan State,1970,big-ten
Michigan State,1971,big-ten
Michigan State,1972,big-ten
Michigan State,1973,big-ten
Michigan State,1974,big-ten
Michigan State,1975,big-ten
Michigan State,1976,big-ten
Michigan State,1977,big-ten
Michigan State,1978,big-ten
Michigan State,1979,big-ten
Michigan State,1980,big-ten
Michigan State,1981,big-ten
Michigan State,1982,big-ten
Michigan State,1983,big-ten
Michigan State,1984,big-ten
Michigan State,1985,big-ten
Michigan State,1986,big-ten
Michigan State,1987,big-ten
Michigan State,1988,big-ten
Michigan State,1989,big-ten
Michigan State,1990,big-ten
Michigan State,1991,big-ten
Michigan State,1992,big-ten
Michigan State,1993,big-ten
Michigan State,1994,big-ten
Michigan State,1995,big-ten
Michigan State,1996,big-ten
Michigan State,1997,big-ten
Michigan State,1998,big-ten
Michigan State,1999,big-ten
Michigan State,2000,big-ten
Michigan State,2001,big-ten
Michigan State,2002,big-ten
Michigan State,2003,big-ten
Michigan State,2004,big-ten
Michigan State,2005,big-ten
Michigan State,2006,big-ten
Michigan State,2007,big-ten
Michigan State,2008,big-ten
Michigan State,2009,big-ten
Michigan State,2010,big-ten
Michigan State,2011,big-ten
Michigan State,2012,big-ten
Michigan State,2013,big-ten
Michigan State,2014,big-ten
Michigan State,2015,big-ten
Michigan,1965,big-ten
Michigan,1966,big-ten
Michigan,1967,big-ten
Michigan,1968,big-ten
Michigan,1969,big-ten
Michigan,1970,big-ten
Michigan,1971,big-ten
Michigan,1972,big-ten
Michigan,1973,big-ten
Michigan,1974,big-ten
